name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_ret,puntret_tds,receiving_lng,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
V.Shiancoe,00-0022054,no,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,56,11,0,0,566,,,,,,
K.Williams,00-0022073,no,MIN,DT,9,1,0,5,22,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Longwell,00-0010072,no,MIN,,,,,,,,,,,,27,26,514,78,54,1,54,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Kluwe,00-0023060,no,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,24,844,73,3202,,,,,,,,,,,,,,,,
D.Reynaud,00-0025951,no,MIN,,,,,,,0,2,3,2,0,,,,,,,,,,63,66,4,0,,,,,,,,,,,,,99,180,30,0,,,,,,,,,,,,
J.Kennedy,00-0022155,no,MIN,,3,0,0,2,14,,,,,,,,,,,,,,,6,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Johnson,00-0026183,no,MIN,,8,0,1,0,45,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Henderson,00-0022081,no,MIN,,19,0,0,2,63,0,0,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Paymah,00-0023511,no,MIN,,2,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Edwards,00-0024342,no,MIN,,7,1,0,9,44,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Sapp,00-0022352,no,MIN,,3,2,0,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Greenway,00-0024232,no,MIN,OLB,19,1,3,0,79,0,0,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Williams,00-0017899,no,MIN,,11,2,0,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Farwell,00-0023215,no,MIN,,0,0,0,0,6,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Guion,00-0026292,no,MIN,NT,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Winfield,00-0018093,no,MIN,,2,1,1,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Williams,00-0022842,no,MIN,,10,0,0,0,56,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Griffin,00-0024263,no,MIN,,13,3,4,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Leber,00-0021197,no,MIN,,8,1,0,2,38,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Allen,00-0022740,no,MIN,DE,8,5,1,14.5,42,0,0,0,3,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Schaub,00-0022787,no,HOU,QB,,,,,,2,1,3,1,-2,,,,,,,,,,,,,,583,396,15,29,2,1,4770,,,,,,,,,,,,,,,,47,67,0,0,0,61
S.Slaton,00-0026229,no,HOU,,,,,,,5,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,44,4,0,0,417,131,156,3,0,0,437
C.Brown,00-0022092,no,HOU,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,1,0,1,0,0,0,0,,,,,,,,,,51,16,0,1,0,74,79,100,3,0,0,267
V.Leach,00-0022397,no,HOU,,,,,,,0,1,0,1,0,,,,,,,,,,11,15,2,0,,,,,,,,,,,,,,,,,119,20,1,0,0,155,,,,,,
D.Anderson,00-0024465,no,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,38,0,0,0,370,,,,,,
O.Daniels,00-0024313,no,HOU,TE,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,40,5,0,0,519,,,,,,
A.Johnson,00-0022044,no,HOU,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,101,9,1,1,1569,2,10,0,0,0,10
A.Davis,00-0021175,no,HOU,,,,,,,0,0,0,2,0,,,,,,,,,,267,348,33,0,,,,,,,,,,,,,,,,,52,6,0,0,0,59,,,,,,
J.Busing,00-0023807,no,HOU,,1,0,1,0,19,0,0,1,0,0,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Barber,00-0026313,no,HOU,,4,0,1,0,21,0,1,0,2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Brown,00-0001980,no,HOU,,,,,,,,,,,,29,21,448,63,44,0,43,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Turk,00-0016689,no,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,24,795,67,2861,,,,,,,,,,,,,,,,
J.Jones,00-0025460,no,HOU,,,,,,,0,1,3,1,0,,,,,,,,,,260,288,24,1,,,,,,,,,,,,,122,265,40,0,267,27,6,0,0,437,3,22,0,0,0,22
D.Robinson,00-0022735,no,HOU,,10,1,0,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Bulman,00-0023219,no,HOU,,6,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Barwin,00-0027022,no,HOU,OLB,5,0,0,3.5,10,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Ferguson,00-0005155,yes,HOU,,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Williams,00-0023750,no,HOU,DE,5,2,0,9,38,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Ryans,00-0024248,no,HOU,ILB,30,1,0,1,93,0,0,0,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Cushing,00-0026991,no,HOU,ILB,47,2,4,5.0,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.Diles,00-0025605,no,HOU,,16,2,0,0,45,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X.Adibi,00-0026258,no,HOU,,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Bennett,00-0025510,no,HOU,,3,0,0,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Quin,00-0027081,no,HOU,FS,10,0,0,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Cody,00-0023472,no,HOU,,8,0,0,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McCain,00-0026935,no,HOU,CB,0,0,1,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Bentley,00-0021225,yes,HOU,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Smith,00-0022793,no,HOU,DE,7,2,0,4.0,26,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Zgonina,00-0018503,no,HOU,,5,0,0,1.5,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Okoye,00-0025397,no,HOU,,12,0,0,1.5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Sanchez,00-0026898,no,NYJ,QB,,,,,,3,2,10,2,0,,,,,,,,,,,,,,363,196,20,12,5,2,2444,,,,,,,,,,,,,,,,36,77,3,0,0,106
T.Jones,00-0019641,no,NYJ,,,,,,,0,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,10,0,0,0,58,332,343,14,0,0,1402
B.Smith,00-0024318,no,NYJ,,,,,,,,,,,,,,,,,,,,,253,266,10,1,1,1,0,0,0,0,27,,,,,,27,27,2,0,61,7,0,0,0,63,18,166,1,0,0,207
T.Richardson,00-0013694,no,NYJ,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,0,0,0,10,7,31,0,0,0,48
L.Washington,00-0024332,no,NYJ,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,133,163,16,0,,,,,,,,,,,,,8,12,2,0,88,15,0,0,0,131,71,98,0,0,0,330
D.Keller,00-0026170,no,NYJ,,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,45,2,2,1,522,1,7,0,0,0,7
C.Stuckey,00-0025622,no,NYJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,30,2,0,0,318,2,6,0,0,0,6
J.Cotchery,00-0022811,no,NYJ,WR,,,,,,0,1,1,1,0,,,,,,,,,,17,17,1,0,,,,,,,,,,,,,75,120,23,0,396,57,3,0,0,821,2,7,1,0,0,7
D.Woody,00-0018234,no,NYJ,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Devito,00-0025689,no,NYJ,DE,8,0,0,0,20,0,0,1,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Feely,00-0019770,no,NYJ,,,,,,,,,,,,35,30,577,90,32,0,32,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Weatherford,00-0024110,no,NYJ,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,598,25,829,80,3357,,,,,,,,,,,2,42,0,0,0,42
J.Leonhard,00-0023287,no,NYJ,,22,1,1,2.5,54,,,,,,,,,,,,,,,7,7,1,0,,,,,,,,,,,,,67,99,20,0,,,,,,,,,,,,
D.Harris,00-0025434,no,NYJ,ILB,45,2,2,5.5,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Douglas,00-0004472,no,NYJ,,28,1,0,1.5,36,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Revis,00-0025401,no,NYJ,CB,7,0,6,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,0,,,,,,,,,,,,
V.Gholston,00-0026146,no,NYJ,,2,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Strickland,00-0022158,no,NYJ,,4,1,0,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Thomas,00-0021081,no,NYJ,,12,1,0,2.0,41,0,0,0,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Westerman,00-0026662,no,NYJ,,0,0,0,1,3,0,0,0,2,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Jenkins,00-0020380,no,NYJ,,2,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Smith,00-0024312,no,NYJ,,6,0,1,0,27,,,,,,,,,,,,,,,9,9,1,0,,,,,,,,,,,,,,,,,27,1,0,0,0,27,,,,,,
K.Rhodes,00-0023557,no,NYJ,,8,0,3,0,54,0,0,0,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Scott,00-0020873,no,NYJ,,25,0,0,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Sheppard,00-0021157,no,NYJ,,6,0,1,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Manning,00-0010346,no,IND,QB,,,,,,0,0,2,0,-4,,,,,,,,,,,,,,571,393,16,33,1,0,4500,,,,,,,,,,,,,,,,19,-4,0,0,0,-13
J.Addai,00-0024245,no,IND,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,1,1,0,1,0,0,22,,,,,,,,,,151,51,3,0,0,336,219,204,10,0,0,828
D.Brown,00-0027003,no,IND,RB,,,,,,0,1,1,1,0,,,,,,,,,,21,21,1,0,,,,,,,,,,,,,,,,,155,11,0,0,0,169,78,146,3,1,0,281
J.Tamme,00-0026267,no,IND,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,0,0,0,35,,,,,,
P.Garcon,00-0026345,no,IND,WR,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,47,4,1,0,765,2,10,0,0,0,10
D.Clark,00-0022165,no,IND,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,100,10,0,0,1106,2,11,0,0,0,11
R.Wayne,00-0020498,no,IND,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,,,,,,,,,,387,100,10,0,0,1264,,,,,,
G.Robinson,00-0024529,no,IND,,,,,,,,,,,,,,,,,,,,,10,10,1,0,,,,,,,,,,,,,,,,,43,9,0,0,0,62,,,,,,
A.Collie,00-0027092,no,IND,,,,,,,0,1,0,1,0,,,,,,,,,,8,8,1,0,,,,,,,,,,,,,,,,,318,60,7,0,0,676,2,1,0,0,0,1
A.Vinatieri,00-0016919,no,IND,K,,,,,,,,,,,9,7,156,21,17,1,17,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.McAfee,00-0027145,no,IND,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,21,823,64,2837,,,,,,,,,,,,,,,,
C.Simpson,00-0025997,no,IND,,0,0,0,0,1,,,,,,,,,,,,,,,267,389,37,1,,,,,,,,,,,,,,,,,7,3,0,0,0,1,15,78,2,0,0,102
T.Rushing,00-0024452,no,IND,,0,0,0,0,3,,,,,,,,,,,,,,,90,94,8,0,,,,,,,,,,,,,66,101,22,0,,,,,,,,,,,,
M.Bullitt,00-0024697,no,IND,,13,1,0,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Freeney,00-0021146,no,IND,LB,5,1,0,13.5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bethea,00-0024421,no,IND,SS,24,2,4,0,70,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Dawson,00-0025629,no,IND,,7,0,0,0,7,0,0,0,1,17,,,,,,,,,,14,14,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Foster,00-0025991,no,IND,,7,1,0,3,31,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Session,00-0025523,no,IND,,19,1,2,0.5,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Powers,00-0027064,no,IND,CB,8,1,1,0,55,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Brackett,00-0021484,no,IND,,19,0,1,1,80,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Hagler,00-0023606,no,IND,,12,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Muir,00-0024692,no,IND,,9,0,0,0.5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Mathis,00-0022059,no,IND,OLB,11,5,0,9.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Hayden,00-0023495,no,IND,,8,0,1,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Johnson,00-0025539,no,IND,,11,0,0,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Garrard,00-0021231,no,JAC,,,,,,,8,3,14,3,-4,,,,,,,,,,,,,,516,314,10,15,0,0,3597,,,,,,,,,,,,,,,,77,168,3,1,1,323
M.Owens,00-0024103,no,JAC,,,,,,,0,1,0,1,0,,,,,,,,,,49,49,3,0,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,1
M.Jones-Drew,00-0024275,no,JAC,,,,,,,1,2,2,2,-5,,,,,,,,,,50,53,4,0,,,,,,,,,,,,,9,12,2,0,185,53,1,0,0,374,312,407,15,1,0,1391
M.Lewis,00-0024243,no,JAC,TE,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,32,2,0,0,518,,,,,,
T.Holt,00-0007681,no,JAC,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,51,0,0,0,722,,,,,,
N.Hughes,00-0026100,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,2,0,70,5,1,0,0,70,,,,,,
G.Jones,00-0022897,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,0,0,0,14,4,14,0,0,0,23
T.Williamson,00-0023442,no,JAC,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3,0,0,0,34,,,,,,
D.Cox,00-0027047,no,JAC,,14,0,4,0,58,0,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Scobee,00-0022874,no,JAC,,,,,,,,,,,,27,18,496,54,30,1,30,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Podlesh,00-0025488,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,23,825,72,2997,,,,,,,,,,,,,,,,
B.Witherspoon,00-0026444,no,JAC,,,,,,,0,0,2,0,0,,,,,,,,,,182,232,28,0,,,,,,,,,,,,,31,65,8,0,,,,,,,,,,,,
J.Durant,00-0025435,no,JAC,OLB,17,1,1,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Smith,00-0022839,no,JAC,ILB,22,3,1,1.5,84,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Iwuh,00-0024100,no,JAC,,4,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Starks,00-0023522,no,JAC,,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,
T.Knighton,00-0027046,no,JAC,DT,11,1,0,1.5,34,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Groves,00-0026192,no,JAC,,5,1,1,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Harvey,00-0026148,no,JAC,,13,0,0,2,44,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Alexander,00-0025448,no,JAC,,10,3,2,0,41,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Brackenridge,00-0024815,no,JAC,,4,2,0,0,25,0,1,0,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Mathis,00-0022080,no,JAC,CB,4,2,3,0,29,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Allen,00-0026605,no,JAC,,10,0,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Nelson,00-0025408,no,JAC,FS,6,0,0,0,63,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Hayward,00-0020475,no,JAC,,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Stanley,00-0024396,no,JAC,,2,0,0,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Ingram,00-0024295,no,JAC,,10,0,0,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Henderson,00-0021144,no,JAC,,10,2,0,3,26,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Considine,00-0023537,no,JAC,,7,0,1,0,25,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Brees,00-0020531,no,NO,QB,,,,,,6,2,10,2,0,,,,,,,,,,,,,,514,363,11,34,1,0,4388,,,,,,,,,,-4,1,0,0,0,-4,22,40,2,0,0,33
M.Bell,00-0024011,no,NO,,1,0,0,0,0,2,0,2,0,0,,,,,,,,,,22,28,2,0,,,,,,,,,,,,,,,,,14,4,0,0,0,12,172,173,5,0,0,654
R.Bush,00-0024217,no,NO,RB,,,,,,2,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,83,115,27,0,182,47,3,0,0,335,70,221,5,0,0,390
L.Moore,00-0023310,no,NO,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,68,14,2,0,0,153,,,,,,
M.Colston,00-0024466,no,NO,WR,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,0,439,70,9,1,0,1074,1,6,0,0,0,6
D.Thomas,00-0024301,no,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,35,1,0,0,356,,,,,,
D.Henderson,00-0022929,no,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,4,0,423,51,2,0,0,804,4,13,0,0,0,13
J.Shockey,00-0021148,no,NO,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,48,3,0,0,569,,,,,,
R.Meachem,00-0025414,no,NO,,,,,,,1,0,2,1,44,,,,,,,,,,24,42,6,0,,,,,,,,,,,,,,,,,412,45,9,0,0,722,6,82,0,0,0,82
H.Evans,00-0020507,no,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,10,2,0,0,70,5,10,1,0,0,16
J.Carney,00-0002655,no,NO,,,,,,,,,,,,16,13,287,39,51,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Morstead,00-0027114,no,NO,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,18,794,58,2528,,,,,,,,,,,,,,,,
T.Porter,00-0026180,no,NO,CB,9,2,4,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Sharper,00-0014724,no,NO,,19,0,9,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Clancy,00-0019630,yes,NO,,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Prioleau,00-0013255,no,NO,,2,0,0,0,11,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Ellis,00-0026147,no,NO,,8,0,0,2,26,1,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Harper,00-0024258,no,NO,SS,18,2,0,2.5,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Shanle,00-0022040,no,NO,,12,0,2,0,56,0,0,0,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Smith,00-0022911,no,NO,,11,3,1,13.5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Gay,00-0022344,no,NO,,6,0,1,1.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Grant,00-0021156,no,NO,,13,1,0,4.5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Greer,00-0022527,no,NO,,3,0,2,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Fujita,00-0021259,no,NO,,15,2,0,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Hargrove,00-0022753,no,NO,,10,1,0,5,30,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Vilma,00-0022778,no,NO,,23,0,3,2,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Stafford,00-0026498,no,DET,QB,,,,,,1,2,4,2,0,,,,,,,,,,,,,,377,201,20,13,2,1,2267,,,,,,,,,,,,,,,,21,86,2,0,0,108
A.Brown,00-0027129,no,DET,,,,,,,,,,,,,,,,,,,,,227,362,43,0,,,,,,,,,,,,,,,,,77,9,1,0,0,84,27,114,0,0,0,131
J.Felton,00-0026286,no,DET,FB,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,103,13,0,0,0,133,15,36,0,0,0,46
Kv.Smith,00-0026204,no,DET,,0,0,0,0,1,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,40,1,0,0,409,217,191,4,0,0,747
B.Johnson,00-0022156,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,36,3,1,0,426,,,,,,
C.Fitzsimmons,00-0021525,no,DET,,,,,,,1,0,1,0,0,,,,,,,,,,10,10,1,0,,,,,,,,,,,,,,,,,57,18,0,0,0,128,,,,,,
Y.Figurs,00-0025461,no,DET,,,,,,,,,,,,,,,,,,,,,21,27,5,0,,,,,,,,,,,,,10,12,2,0,7,1,0,0,0,7,1,-2,0,0,0,-2
C.Johnson,00-0025389,no,DET,WR,,,,,,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,67,5,1,0,984,7,55,0,0,0,73
D.Bing,00-0024316,no,DET,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
