
22,Will Allen,NYG,26,LCB,16,16,1,11,0,11,19,1,0,0,0,0,1.0,74,6,
23,Will Allen,TAM,22,,16,0,1,0,0,0,2,1,0,0,0,0,,10,2,
24,Richard Alston,CLE,24,,9,0,,,,,,0,2,0,0,0,,1,1,
25,Mike Alstott,TAM,31,FB,14,11,,,,,,0,2,0,0,0,,1,0,
26,Ken Amato,TEN,27,,16,0,,,,,,,,,,,,14,1,
27,Ashley Ambrose,NOR,34,lcb,9,6,3,19,0,19,9,1,0,1,40,0,,22,3,
28,Morten Andersen,MIN,44,,16,0,,,,,,,,,,,,0,1,
29,Charlie Anderson,HOU,23,,15,0,,,,,,0,0,1,60,1,,9,4,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
30,Courtney Anderson,OAK,24,,9,4,,,,,,,,,,,,2,0,
31,Dwight Anderson,STL,23,,12,0,,,,,,,,,,,,10,2,
32,Marques Anderson,OAK,25,SS,14,10,1,23,0,23,2,1,0,2,0,0,,55,17,
33,Richie Anderson,DAL,33,,12,4,,,,,,0,1,0,0,0,,2,0,
34,Adam Archuleta,STL,27,SS,16,14,0,0,0,0,3,1,0,1,93,1,2.0,75,13,
35,Derick Armstrong,HOU,25,,14,1,,,,,,,,,,,,1,0,
36,LaVar Arrington,WAS,26,,4,2,0,0,0,0,2,,,,,,1.0,11,4,
37,B.J. Askew,NYJ,24,,16,0,,,,,,0,0,1,0,0,,12,3,
38,Matthias Askew,CIN,22,,5,0,,,,,,,,,,,,0,2,
39,Nnamdi Asomugha,OAK,23,rcb,16,7,0,0,0,0,3,,,,,,1.0,37,8,
40,James Atkins,SFO,26,,3,0,,,,,,,,,,,,1,0,
41,Brendon Ayanbadejo,MIA,28,,16,2,1,2,0,2,1,,,,,,,23,17,
42,Obafemi Ayanbadejo,ARI,29,fb,16,5,,,,,,0,1,0,0,0,,11,1,
43,Akin Ayodele,JAX,25,RLB,16,16,0,0,0,0,3,2,0,1,0,0,2.0,75,17,
44,Jerry Azumah,CHI,27,RCB,12,8,4,128,1,70,9,2,1,0,0,0,1.5,39,11,
45,Roderick Babers,DET,24,,2,0,,,,,,,,,,,,0,1,
46,Jason Babin,HOU,24,LOLB,16,16,0,0,0,0,5,0,0,2,22,0,4.0,51,12,
47,Jordan Babineaux,SEA,22,,6,0,,,,,,,,,,,,7,1,
48,Jeff Backus,DET,27,LT,16,16,,,,,,0,0,1,0,0,,,,
49,Waine Bacon,IND,25,,11,0,1,0,0,0,3,,,,,,,12,1,
50,Brad Badger,OAK,29,LG,16,12,,,,,,0,0,1,0,0,,,,
51,Champ Bailey*+,DEN,26,LCB,16,16,3,0,0,0,12,,,,,,,68,13,
52,Chris Baker,NYJ,25,,16,0,,,,,,0,1,1,0,0,,2,0,
53,Jason Baker,3TM,26,,10,0,,,,,,,,,,,,2,0,
54,Rashad Baker,BUF,22,,14,3,1,26,0,26,2,1,0,0,0,0,,13,9,
55,Dave Ball,SDG,23,,6,0,0,0,0,0,2,,,,,,,2,1,
56,Justin Bannan,BUF,25,,10,0,,,,,,,,,,,,1,1,
57,Alex Bannister,SEA,25,,7,1,,,,,,,,,,,,7,0,
58,Tully Banta-Cain,NWE,24,,16,0,1,4,0,4,1,0,0,1,0,0,1.5,18,10,
59,Ronde Barber*+,TAM,29,RCB,16,16,3,23,0,23,13,1,0,2,27,2,3.0,83,15,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
60,Shawn Barber,KAN,29,RLB,8,8,1,10,0,10,3,1,0,0,0,0,1.0,28,5,
61,Tiki Barber*,NYG,29,RB,16,14,,,,,,0,5,2,0,0,,3,0,
62,Bryan Barker,GNB,40,,16,0,,,,,,,,,,,,1,0,
63,Brandon Barnes,WAS,23,,12,0,,,,,,,,,,,,5,2,
64,Darian Barnes,DAL,24,FB,16,10,,,,,,0,1,1,0,0,,4,1,
65,Lionel Barnes,JAX,28,,3,3,,,,,,,,,,,1.0,5,1,
66,Nick Barnett,GNB,23,MLB,16,16,1,16,0,16,6,0,0,1,7,0,3.0,92,31,
67,David Barrett,NYJ,27,RCB,16,16,2,14,0,14,13,1,0,0,0,0,,63,14,
68,William Bartee,KAN,27,RCB,14,9,0,0,0,0,7,,,,,,1.5,40,6,
69,Eric Barton,NYJ,27,RLB,16,15,1,7,0,7,2,1,0,4,2,0,2.5,77,30,
70,Mike Bartrum,PHI,34,,16,0,,,,,,0,1,1,0,0,,,,
71,Idrees Bashir,IND,26,FS,13,13,0,0,0,0,1,1,0,1,0,0,,41,16,
72,Solomon Bates,SEA,22,,10,3,0,0,0,0,2,,,,,,,22,12,
73,Arnaz Battle,SFO,24,,14,0,,,,,,0,2,3,0,0,,12,1,
74,Julian Battle,KAN,23,,12,1,0,0,0,0,2,,,,,,,16,0,
75,Ainsley Battles,PIT,26,,1,0,,,,,,,,,,,,1,0,
76,Rashad Bauman,CIN,25,,4,0,,,,,,,,,,,,4,1,
77,Gary Baxter,BAL,26,RCB,16,16,1,33,0,33,13,2,1,0,0,0,2.0,70,16,
78,Jarrod Baxter,HOU,25,,8,1,,,,,,,,,,,,1,0,
79,Aaron Beasley,ATL,31,,14,3,4,115,0,85,7,2,0,0,0,0,1.0,19,3,
80,Fred Beasley,SFO,30,FB,14,10,,,,,,,,,,,,1,0,
81,Anthony Becht,NYJ,27,TE,16,16,,,,,,,,,,,,2,0,
82,Rogers Beckett,CIN,27,ss,7,5,0,0,0,0,1,,,,,,,14,5,
83,Tony Beckham,TEN,26,,5,1,0,0,0,0,2,,,,,,,5,0,
84,Monty Beisel,KAN,26,MLB/R,11,9,1,-1,0,-1,1,1,0,1,9,0,2.5,43,11,
85,Jason Bell,HOU,26,,9,0,,,,,,,,,,,,3,0,
86,Kendrell Bell,PIT,26,,3,0,,,,,,,,,,,,6,2,
87,Marcus Bell,DET,25,,16,0,0,0,0,0,1,1,0,0,0,0,2.0,18,8,
88,Tatum Bell,DEN,23,,14,0,,,,,,0,1,0,0,0,,4,0,
89,Yeremiah Bell,MIA,26,,13,0,0,0,0,0,1,,,,,,,8,2,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
90,Jay Bellamy,NOR,32,SS,16,16,0,0,0,0,1,2,0,3,12,0,,72,18,
91,Ronald Bellamy,MIA,23,,2,0,,,,,,,,,,,,1,0,
92,Brandon Bennett,CAR,31,,8,0,,,,,,,,,,,,5,1,
93,Drew Bennett,TEN,26,WR,16,16,,,,,,0,3,2,0,0,,3,0,
94,Michael Bennett,MIN,26,rb,11,7,,,,,,0,1,1,0,0,,,,
95,Kevin Bentley,CLE,25,,16,3,,,,,,1,0,0,0,0,,43,19,
96,Mitch Berger*,NOR,32,,16,0,,,,,,,,,,,,3,0,
97,Eddie Berlin,TEN,26,,16,1,,,,,,,,,,,,8,2,
98,Rocky Bernard,SEA,25,,14,1,0,0,0,0,6,0,0,1,0,0,3.5,26,13,
99,Bernard Berrian,CHI,24,,16,1,,,,,,,,,,,,1,0,
100,Bertrand Berry*,ARI,29,RDE,16,16,0,0,0,0,4,4,0,2,9,0,14.5,39,10,
101,Jerome Bettis*,PIT,32,rb,15,6,,,,,,0,1,1,0,0,,,,
102,Ladell Betts,WAS,25,,16,1,,,,,,,,,,,,9,0,
103,Josh Bidwell,TAM,28,,16,0,,,,,,0,1,1,0,0,,1,0,
104,Terreal Bierria,SEA,24,SS,15,12,1,10,0,10,5,1,0,0,0,0,,51,23,
105,Cory Bird,IND,26,,13,4,,,,,,,,,,,,34,10,
106,Willie Blade,JAX,25,,5,1,,,,,,,,,,,,1,1,
107,Derrick Blaylock,KAN,25,rb,12,5,,,,,,,,,,,,6,0,
108,Drew Bledsoe,BUF,32,QB,16,16,,,,,,0,9,2,-56,0,,,,
109,Dre' Bly*,DET,27,RCB,13,13,4,107,1,55,19,,,,,,,32,6,
110,Colby Bockwoldt,NOR,23,rlb,16,7,0,0,0,0,1,0,0,1,6,1,1.0,40,6,
111,Leigh Bodden,CLE,23,,8,1,,,,,,1,0,0,0,0,,24,2,
112,Rocky Boiman,TEN,24,llb,7,6,0,0,0,0,1,,,,,,,8,11,
113,Juran Bolden,JAX,30,,13,0,0,0,0,0,1,,,,,,,19,4,
114,Anquan Boldin,ARI,24,WR,10,9,,,,,,0,1,0,0,0,,2,0,
115,Kyle Boller,BAL,23,QB,16,16,,,,,,0,11,4,-5,0,,2,0,
116,Alfonso Boone,CHI,28,,12,2,0,0,0,0,1,,,,,,2.5,8,3,
117,Ryan Boschetti,WAS,23,,3,1,,,,,,,,,,,,3,3,
118,Michael Boulware,SEA,23,,16,4,5,69,1,63,6,2,0,0,0,0,1.0,47,16,
119,Matt Bowen,WAS,28,ss,5,5,,,,,,1,0,0,0,0,2.0,19,4,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
120,David Bowens,MIA,27,LDE,16,15,0,0,0,0,6,3,0,0,0,0,7.0,26,15,
121,Tim Bowens,MIA,31,,2,2,,,,,,,,,,,,2,1,
122,Gary Brackett,IND,24,,15,1,2,2,0,2,3,,,,,,,24,12,
123,Corey Bradford,HOU,29,WR,15,10,,,,,,,,,,,,3,0,
124,Jon Bradley,TAM,23,,6,0,,,,,,,,,,,1.0,5,0,
125,Kyle Brady,JAX,32,TE,11,8,,,,,,,,,,,,1,0,
126,Tom Brady*,NWE,27,QB,16,16,,,,,,0,7,1,-17,0,,2,0,
127,Colin Branch,CAR,24,FS,16,15,3,79,0,76,8,,,,,,,41,14,
128,Deion Branch,NWE,25,WR,9,9,,,,,,0,1,1,-1,0,,,,
129,Sam Brandon,DEN,25,,9,0,,,,,,,,,,,,8,2,
130,Tyler Brayton,OAK,25,LDE,15,15,1,24,0,24,7,,,,,,2.5,36,9,
131,Drew Brees*,SDG,25,QB,15,15,,,,,,0,7,3,-9,0,,,,
132,Jack Brewer,NYG,25,,13,0,,,,,,,,,,,,11,6,
133,Lance Briggs,CHI,24,RLB,16,16,1,38,1,38,10,,,,,,0.5,102,24,
134,Lamont Brightful,MIA,25,,2,0,,,,,,0,3,3,11,0,,,,
135,Raheem Brock,IND,26,LDE,16,16,0,0,0,0,4,1,0,2,0,0,6.5,36,11,
136,Lorenzo Bromell,NYG,29,,2,0,,,,,,,,,,,,3,0,
137,Keith Brooking*,ATL,29,LLB,16,16,3,41,0,27,6,2,0,1,4,0,2.5,86,15,
138,Aaron Brooks,NOR,28,QB,16,16,,,,,,0,13,6,-12,0,,3,0,
139,Derrick Brooks*+,TAM,31,RLB,16,16,1,3,0,3,6,2,0,0,0,0,3.0,109,28,
140,Alex Brown,CHI,25,RDE,16,16,0,0,0,0,9,3,0,1,0,0,6.0,39,11,
141,Chad Brown,SEA,34,rlb,7,7,,,,,,1,0,1,15,0,1.0,26,11,
142,Chris Brown,TEN,23,RB,11,11,,,,,,0,6,0,0,0,,1,0,
143,Cornell Brown,BAL,29,,13,0,,,,,,,,,,,,11,3,
144,Courtney Brown,CLE,26,,2,2,,,,,,,,,,,,2,0,
145,Dee Brown,CLE,26,,5,0,,,,,,,,,,,,2,4,
146,Eric Brown,HOU,29,,13,4,,,,,,,,,,,,9,6,
147,Fakhir Brown,NOR,27,RCB,16,10,2,0,0,0,11,2,0,3,2,0,,53,1,
148,Josh Brown,SEA,25,,16,0,,,,,,,,,,,,0,2,
149,Kris Brown,HOU,28,,16,0,,,,,,,,,,,,3,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
150,Mark Brown,NYJ,24,llb,12,6,0,0,0,0,1,1,0,0,0,0,,8,6,
151,Mike Brown,CHI,26,,2,2,0,0,0,0,1,0,0,1,95,1,,9,1,
152,Orlando Brown,BAL,34,RT,14,13,,,,,,0,0,1,0,0,,,,
153,Ralph Brown,MIN,26,,12,0,,,,,,,,,,,,10,4,
154,Sheldon Brown,PHI,25,RCB,16,16,2,33,0,33,16,1,0,0,0,0,3.0,66,23,
155,Tony Brown,SFO,24,,16,4,0,0,0,0,3,,,,,,1.0,19,3,
156,Troy Brown,NWE,33,,12,0,3,22,0,17,0,0,1,2,0,0,,14,3,
157,John Browning,KAN,31,ldt,16,7,0,0,0,0,1,1,0,0,0,0,4.5,32,7,
158,Isaac Bruce,STL,32,WR,16,16,,,,,,0,5,1,0,0,,5,0,
159,Mark Bruener,HOU,32,TE,16,11,,,,,,,,,,,,1,0,
160,Mark Brunell,WAS,34,QB,9,9,,,,,,0,6,2,-6,0,,,,
161,Tedy Bruschi*,NWE,31,RILB,16,16,3,70,0,36,6,2,0,0,0,0,3.5,76,46,
162,Antonio Bryant,2TM,23,,15,8,,,,,,0,1,0,0,0,,3,0,
163,Fernando Bryant,DET,27,LCB,10,10,0,0,0,0,9,,,,,,,42,9,
164,Matt Bryant,2TM,29,,4,0,,,,,,,,,,,,1,0,
165,Roderick Bryant,NYJ,23,,13,0,0,0,0,0,1,,,,,,,3,0,
166,Tony Bryant,NOR,28,,16,0,,,,,,,,,,,2.0,7,4,1
167,Wendell Bryant,ARI,24,,3,0,,,,,,,,,,,,1,0,
168,Shawn Bryson,DET,28,,16,1,,,,,,0,1,0,0,0,,4,0,
169,Ray Buchanan,OAK,33,FS,16,16,1,27,0,27,6,1,0,0,0,0,,65,26,
170,Phillip Buchanon,OAK,24,LCB,14,14,3,69,1,23,9,0,2,2,0,0,,50,9,
171,Terrell Buckley,NYJ,33,,16,0,3,30,0,18,11,1,0,0,0,0,,7,2,
172,Brentson Buckner,CAR,33,LDT,15,15,1,8,0,8,5,1,0,0,0,0,3.5,27,14,
173,Keith Bulluck,TEN,27,RLB,16,16,2,25,0,25,13,1,0,1,39,1,5.0,100,52,
174,Derrick Burgess,PHI,26,RDE,12,11,0,0,0,0,4,,,,,,2.5,19,5,
175,Nate Burleson,MIN,23,WR,16,15,,,,,,0,1,1,0,0,,3,0,
176,Curry Burns,NYG,23,,8,2,1,12,0,12,1,,,,,,,19,4,
177,Joe Burns,BUF,25,,16,0,,,,,,,,,,,,6,5,
178,Keith Burns,TAM,32,,16,0,,,,,,1,0,0,0,0,,7,4,
179,Plaxico Burress,PIT,27,WR,11,11,,,,,,0,1,1,0,0,,,,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
180,Steve Bush,SFO,30,,5,2,,,,,,,,,,,,1,1,
181,Jerametrius Butler,STL,26,LCB,16,16,5,15,0,10,19,0,0,1,2,0,,73,6,
182,Robb Butler,SDG,23,,5,0,,,,,,,,,,,,3,4,
183,Jeremy Cain,CHI,24,,5,0,,,,,,,,,,,,0,2,
184,Rocky Calmus,TEN,25,,4,3,,,,,,0,0,1,0,0,,12,3,
185,Khary Campbell,WAS,25,,9,0,,,,,,,,,,,,12,1,
186,Mark Campbell,BUF,29,TE,12,12,,,,,,0,1,0,0,0,,1,0,
187,Vernon Carey,MIA,23,,14,2,,,,,,0,0,1,0,0,,,,
188,Dwaine Carpenter,SFO,28,lcb,15,6,1,31,0,31,5,1,0,1,80,1,2.0,49,5,
189,David Carr,HOU,25,QB,16,16,,,,,,0,10,4,-8,0,,1,0,
190,Ahmad Carroll,GNB,21,LCB,14,11,1,0,0,0,8,0,0,1,40,1,2.0,46,3,
191,Leonardo Carson,DAL,27,LDT,15,15,,,,,,0,0,1,0,0,0.5,29,14,
192,Jordan Carstens,CAR,23,,12,1,,,,,,0,0,1,1,0,,10,3,
193,Dwayne Carswell,DEN,32,TE,15,14,,,,,,0,0,1,0,0,,,,
194,Andre Carter,SFO,25,rde,7,6,0,0,0,0,1,1,0,0,0,0,2.0,8,2,
195,Dyshod Carter,2TM,26,,11,0,0,0,0,0,1,0,0,1,0,0,,11,3,
196,Kerry Carter,SEA,24,,16,0,,,,,,,,,,,,7,0,
197,Kevin Carter,TEN,31,LDT,16,16,0,0,0,0,1,1,0,1,0,0,6.0,26,23,
198,Tyrone Carter,PIT,28,,9,0,,,,,,,,,,,,7,0,
199,Rock Cartwright,WAS,25,,13,0,,,,,,,,,,,,6,2,
200,Chris Cash,DET,24,lcb,11,5,1,0,0,0,4,1,0,0,0,0,,26,4,
201,Quinton Caver,KAN,26,,16,4,0,0,0,0,2,,,,,,,33,6,
202,Oliver Celestin,NYJ,23,,8,0,,,,,,1,0,1,0,0,,9,0,
203,Jacques Cesaire,SDG,24,LDE,16,12,0,0,0,0,3,,,,,,0.5,18,6,
204,Chris Chambers,MIA,26,WR,15,15,,,,,,0,1,0,-5,0,,3,0,
205,Matt Chatham,NWE,27,,5,0,,,,,,,,,,,,2,0,
206,Antonio Chatman,GNB,25,,16,2,,,,,,0,3,0,0,0,,1,0,
207,Jesse Chatman,SDG,25,,15,0,,,,,,0,1,0,0,0,,9,1,
208,Corey Chavous,MIN,28,SS,16,16,1,0,0,0,6,1,0,0,0,0,,59,21,
209,Je'Rod Cherry,NWE,31,,12,0,,,,,,,,,,,,9,2,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
210,Larry Chester,MIA,29,,2,2,,,,,,1,0,0,0,0,,6,0,
211,Brandon Chillar,STL,22,llb,16,5,,,,,,,,,,,,21,6,
212,Wayne Chrebet,NYJ,31,,16,1,,,,,,,,,,,,2,0,
213,Steve Christie,NYG,37,,16,0,,,,,,,,,,,,1,2,
214,Patrick Chukwurah,DEN,25,,14,0,0,0,0,0,1,,,,,,1.0,6,3,
215,Vinny Ciurciu,CAR,24,,16,4,,,,,,,,,,,,28,9,
216,Chris Claiborne,MIN,26,RLB,12,12,1,15,1,15,5,1,0,1,0,0,1.0,38,18,
217,Kendrick Clancy,PIT,26,,8,0,,,,,,,,,,,,7,1,
218,Dallas Clark,IND,25,TE,15,13,,,,,,0,2,1,0,0,,3,0,
219,Danny Clark,OAK,27,MLB,16,16,0,0,0,0,5,1,0,0,0,0,2.0,98,31,
220,Desmond Clark,CHI,27,TE,15,13,,,,,,0,1,0,0,0,,3,0,
221,Ryan Clark,WAS,25,SS,15,11,0,0,0,0,1,,,,,,,65,16,
222,Jared Clauss,TEN,23,,14,1,0,0,0,0,1,,,,,,,4,3,
223,DeVone Claybrooks,DAL,27,,8,0,,,,,,,,,,,,0,2,
224,Michael Clayton,TAM,22,WR,16,13,,,,,,0,1,1,0,0,,3,0,
225,Anthony Clement,ARI,28,rt,16,7,,,,,,0,0,1,0,0,,,,
226,Nate Clements*,BUF,25,RCB,16,16,6,77,1,35,14,5,3,2,0,0,0.5,53,20,
227,Chris Clemons,WAS,23,,6,0,0,0,0,0,1,1,0,0,0,0,3.0,7,0,
228,Duane Clemons,CIN,30,LDE,14,14,0,0,0,0,1,2,0,0,0,0,6.5,31,18,
229,Mike Cloud,NYG,29,,10,0,,,,,,0,0,1,0,0,,3,0,
230,Rich Coady,STL,28,fs,16,5,0,0,0,0,4,1,0,1,0,0,,37,7,
231,Dexter Coakley,DAL,32,RLB,16,16,0,0,0,0,6,0,0,1,0,0,,53,18,
232,Sherrod Coates,CLE,26,,5,0,,,,,,,,,,,,1,1,
233,Cedric Cobbs,NWE,23,,3,0,,,,,,0,1,0,0,0,,1,0,
234,Antonio Cochran,SEA,28,rde,16,7,1,0,0,0,3,3,0,1,0,0,6.5,27,8,
235,Keary Colbert,CAR,22,WR,15,15,,,,,,0,1,0,0,0,,2,0,
236,Ricardo Colclough,PIT,22,,16,0,0,0,0,0,3,2,3,0,0,0,1.5,20,6,
237,Colin Cole,GNB,24,,3,1,,,,,,,,,,,,6,1,
238,Erik Coleman,NYJ,22,FS,16,16,4,43,0,37,12,0,0,1,0,0,2.0,73,27,
239,Kenyon Coleman,DAL,25,,12,0,,,,,,,,,,,1.0,9,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
240,Marco Coleman,DEN,35,LDE,16,16,,,,,,1,0,1,-2,0,2.5,21,7,
241,Marcus Coleman,HOU,30,FS,12,12,2,116,1,102,9,,,,,,,45,11,
242,Roderick Coleman,ATL,28,LDT,13,13,1,39,1,39,6,3,0,1,0,0,11.5,31,9,
243,Laveranues Coles,WAS,27,WR,16,16,,,,,,0,1,0,0,0,,5,0,
244,Kerry Collins,OAK,32,QB,14,13,,,,,,0,7,3,-21,0,,1,0,
245,Marc Colombo,CHI,26,,8,2,,,,,,0,0,1,0,0,,,,
246,Rosevelt Colvin,NWE,27,,16,1,0,0,0,0,1,1,0,0,0,0,5.0,18,14,
247,Greg Comella,TAM,29,,7,0,,,,,,,,,,,,2,0,
248,Scott Connot,KAN,23,,2,0,,,,,,,,,,,,1,0,
249,Curtis Conway,SFO,33,wr,16,5,,,,,,,,,,,,1,0,
250,Ernie Conwell,NOR,32,TE,16,11,,,,,,0,0,1,0,0,,1,0,
251,Jameel Cook,TAM,25,fb,12,5,,,,,,,,,,,,5,0,
252,Chris Cooley,WAS,22,TE,16,9,,,,,,,,,,,,1,0,
253,Chris Cooper,2TM,27,,10,2,,,,,,,,,,,1.0,11,4,
254,Deke Cooper,JAX,27,,16,0,1,0,0,0,2,2,0,0,0,0,1.0,33,4,
255,Jarrod Cooper,2TM,26,,15,0,0,0,0,0,1,0,0,1,0,0,1.0,17,1,
256,Marquis Cooper,TAM,22,,14,0,,,,,,,,,,,,9,0,
257,Stephen Cooper,SDG,25,,16,2,0,0,0,0,2,0,0,1,0,0,,32,10,
258,Terrance Copper,DAL,22,,10,0,,,,,,,,,,,,12,1,
259,Jose Cortez,MIN,29,,8,0,,,,,,,,,,,,1,0,
260,Jerricho Cotchery,NYJ,22,,12,0,,,,,,,,,,,,11,2,
261,Terry Cousin,NYG,29,fs,16,5,1,6,0,6,3,,,,,,,32,7,
262,Sam Cowart,NYJ,29,,9,2,,,,,,1,0,0,0,0,,20,5,
263,Torrie Cox,TAM,24,,10,0,1,55,1,55,1,0,0,1,0,0,,12,1,
264,Jason Craft,NOR,28,,14,0,0,0,0,0,3,1,0,0,0,0,,19,3,
265,Casey Cramer,CAR,22,,6,1,,,,,,,,,,,,1,0,
266,Chris Crocker,CLE,24,fs,12,5,1,20,1,20,4,,,,,,2.0,46,10,
267,Zack Crockett,OAK,32,FB,16,9,,,,,,,,,,,,1,0,
268,Larry Croom,ARI,23,,6,1,,,,,,0,2,1,0,0,,2,0,
269,Angelo Crowell,BUF,23,,16,0,0,0,0,0,1,,,,,,,8,6,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
270,Daunte Culpepper*,MIN,27,QB,16,16,,,,,,0,9,0,-11,0,,2,0,
271,Billy Cundiff,DAL,24,,16,0,,,,,,,,,,,,2,0,
272,Donte Curry,DET,26,,12,0,,,,,,1,0,1,0,0,,20,2,
273,Ronald Curry,OAK,25,,12,3,,,,,,0,1,1,0,0,,18,1,
274,Kevin Curtis,STL,26,,15,0,,,,,,0,1,1,1,0,,1,0,
