
22,Jason Allen,MIA,25,,15,2,1,2,0,2,4,0,0,1,0,0,,33,3,
23,Will Allen,MIA,30,LCB,16,16,3,62,1,32,15,1,0,0,0,0,1.0,42,8,
24,Will Allen,TAM,26,,16,0,,,,,,1,0,1,0,0,,14,5,
25,Aundrae Allison,MIN,22,,15,0,,,,,,0,2,1,0,0,,1,0,
26,Colin Allred,TEN,25,,12,0,,,,,,,,,,,,17,2,
27,Jon Alston,OAK,25,,14,4,0,0,0,0,1,1,0,0,0,0,,29,5,
28,Ken Amato,TEN,31,,16,0,,,,,,,,,,,,1,1,
29,Charlie Anderson,MIA,27,,16,1,,,,,,2,0,1,0,0,2.5,20,7,1
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
30,David Anderson,HOU,25,,16,1,,,,,,,,,,,,2,1,
31,Deon Anderson,DAL,25,fb,14,5,,,,,,,,,,,,6,1,
32,Derek Anderson,CLE,25,QB,10,9,,,,,,0,9,2,-13,0,,,,
33,Jamaal Anderson,ATL,22,LDE,15,15,0,0,0,0,3,,,,,,2.0,24,3,
34,James Anderson,CAR,25,,8,0,,,,,,,,,,,,3,0,
35,Mark Anderson,CHI,25,,16,0,0,0,0,0,2,0,0,1,0,0,1.0,10,8,
36,Willie Anderson,BAL,33,RT,14,11,,,,,,0,0,1,0,0,,0,1,
37,Antwan Applewhite,SDG,23,,14,0,,,,,,1,0,0,0,0,0.5,16,4,
38,J.J. Arrington,ARI,25,,11,3,,,,,,,,,,,,1,0,
39,B.J. Askew,TAM,28,,10,4,,,,,,,,,,,,2,0,
40,Nnamdi Asomugha*+,OAK,27,RCB,15,15,1,0,0,0,9,1,0,0,0,0,,33,7,
41,Baraka Atkins,SEA,24,,9,0,,,,,,0,0,1,0,0,2.0,15,3,
42,O.J. Atogwe,STL,27,FS,16,16,5,91,0,43,5,6,0,3,75,1,,75,8,
43,Miles Austin,DAL,24,,12,0,,,,,,0,1,0,0,0,,2,0,
44,Jason Avant,PHI,25,wr,15,6,,,,,,,,,,,,4,0,
45,Donnie Avery,STL,24,WR,15,12,,,,,,0,0,1,0,0,,3,0,
46,Cliff Avril,DET,22,,15,4,,,,,,4,0,1,10,0,5.0,17,5,
47,Brendon Ayanbadejo*,BAL,32,,16,0,,,,,,0,0,1,0,0,1.0,15,4,
48,Akin Ayodele,MIA,29,RILB,16,13,2,29,0,17,4,0,0,1,0,0,,58,17,
49,Remi Ayodele,NOR,25,,6,0,,,,,,,,,,,,2,1,
50,David Baas,SFO,27,LG,16,9,,,,,,0,0,2,0,0,,1,0,
51,Jason Babin,2TM,28,,9,4,,,,,,,,,,,2.0,26,6,
52,Jonathan Babineaux,ATL,27,LDT,16,16,0,0,0,0,2,0,0,1,0,0,3.5,32,7,
53,Jordan Babineaux,SEA,26,,14,1,1,35,1,35,3,1,0,1,24,1,,57,3,
54,Jeff Backus,DET,31,LT,16,16,,,,,,0,0,1,0,0,,1,0,
55,Boss Bailey,DEN,29,llb,6,6,,,,,,1,0,1,0,0,,31,9,
56,Champ Bailey,DEN,30,LCB,9,9,1,0,0,0,3,2,0,0,0,0,1.0,39,5,
57,Patrick Bailey,PIT,23,,12,0,,,,,,,,,,,,11,5,
58,Billy Bajema,SFO,26,TE,16,10,,,,,,0,0,1,0,0,,3,3,
59,Jason Baker,CAR,30,,16,0,,,,,,0,1,1,0,0,,1,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
60,Rashad Baker,OAK,26,,10,1,3,8,0,8,4,,,,,,,21,3,
61,Sam Baker,ATL,23,lt,8,5,,,,,,,,,,,,1,0,
62,Alan Ball,DAL,23,,10,0,0,0,0,0,1,,,,,,,4,5,
63,Dave Ball,TEN,27,,15,3,1,15,1,15,1,1,0,0,0,0,4.5,19,9,
64,Kentwan Balmer,SFO,22,,16,0,0,0,0,0,1,,,,,,,6,1,
65,Justin Bannan,BAL,29,LDE/N,16,15,1,-4,0,-4,3,,,,,,1.0,30,15,
66,Tully Banta-Cain,SFO,28,,12,0,,,,,,,,,,,0.5,12,6,
67,Dominique Barber,HOU,22,,12,0,0,0,0,0,1,,,,,,1.0,4,3,
68,Marion Barber,DAL,25,RB,15,13,,,,,,0,7,1,0,0,,5,0,
69,Ronde Barber*,TAM,33,RCB,16,16,4,69,1,65,12,0,0,1,2,0,2.0,67,8,
70,Antwan Barnes,BAL,24,,13,0,0,0,0,0,1,,,,,,,14,0,
71,Darian Barnes,3TM,28,,9,2,,,,,,0,1,0,0,0,,2,0,
72,Khalif Barnes,JAX,26,LT,16,16,,,,,,0,0,1,0,0,,2,0,
73,Nick Barnett,GNB,27,MLB,9,9,0,0,0,0,2,1,0,0,0,0,,41,8,
74,Gary Barnidge,CAR,23,,15,0,,,,,,,,,,,,0,1,
75,David Barrett,NYJ,31,,11,1,1,25,1,25,4,,,,,,0.5,14,4,
76,Josh Barrett,DEN,24,,6,3,1,34,0,34,4,,,,,,,11,7,
77,Ronald Bartell,STL,26,LCB,16,15,3,29,0,24,19,2,0,1,0,0,1.0,54,3,
78,Connor Barth,KAN,22,,10,0,,,,,,,,,,,,2,0,
79,Eric Barton,NYJ,31,LILB,16,16,0,0,0,0,4,1,0,1,1,0,1.5,93,26,
80,Hank Baskett,PHI,26,wr,15,6,,,,,,0,1,0,0,0,,2,0,
81,Eric Bassey,STL,25,,10,0,,,,,,,,,,,,7,3,
82,Arnaz Battle,SFO,28,,9,0,,,,,,0,1,0,0,0,,1,0,
83,Jackie Battle,KAN,25,,9,0,,,,,,,,,,,,1,1,
84,Tra Battle,2TM,23,,6,0,,,,,,0,1,0,0,0,,10,5,
85,Jon Beason*+,CAR,23,MLB,16,16,3,52,0,44,8,0,0,1,12,0,,110,28,
86,Anthony Becht,STL,31,TE,16,11,,,,,,0,0,1,0,0,,,,
87,Josh Beekman,CHI,25,LG,16,16,,,,,,,,,,,,3,0,
88,Monty Beisel,ARI,30,,16,0,,,,,,,,,,,,15,5,
89,Beau Bell,CLE,22,,5,0,,,,,,1,0,0,0,0,,,,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
90,Jacob Bell,STL,27,LG,13,13,,,,,,,,,,,,0,1,
91,Josh Bell,DEN,23,lcb,9,5,0,0,0,0,4,,,,,,,31,3,
92,Tatum Bell,DEN,27,,7,3,,,,,,,,,,,,2,0,
93,Yeremiah Bell,MIA,30,SS,16,16,0,0,0,0,10,3,0,1,0,0,1.0,100,20,
94,Fred Bennett,HOU,25,lcb,16,6,2,26,0,23,6,2,0,0,0,0,,35,8,
95,Cedric Benson,CIN,26,RB,12,10,,,,,,0,2,1,0,0,,1,0,
96,Kevin Bentley,HOU,29,rlb,16,7,0,0,0,0,1,0,0,1,0,0,1.0,38,19,
97,Mitch Berger,PIT,36,,13,0,,,,,,,,,,,,2,0,
98,Rocky Bernard,SEA,29,RDT,15,15,0,0,0,0,1,1,0,1,0,0,4.0,43,12,
99,Bernard Berrian,MIN,28,WR,16,13,,,,,,0,1,0,0,0,,2,0,
100,Bertrand Berry,ARI,33,,14,4,0,0,0,0,3,2,0,1,0,0,5.0,15,7,
101,Antoine Bethea,IND,24,FS,16,16,2,0,0,0,4,0,0,1,0,0,,74,27,
102,Ladell Betts,WAS,29,,13,0,,,,,,0,1,0,0,0,,1,0,
103,Kroy Biermann,ATL,23,,16,0,,,,,,,,,,,2.0,11,3,
104,Atari Bigby,GNB,27,ss,7,6,1,7,0,7,2,,,,,,,15,6,
105,Darnell Bing,DET,24,,1,0,,,,,,,,,,,,0,1,
106,Ryon Bingham,SDG,27,,16,0,,,,,,,,,,,1.5,14,11,
107,Matt Birk,MIN,32,C,16,16,,,,,,0,1,0,-22,0,,3,0,
108,Rob Bironas,TEN,30,,16,0,,,,,,,,,,,,3,0,
109,Desmond Bishop,GNB,24,,15,1,,,,,,3,0,0,0,0,1.0,29,6,
110,Quincy Black,TAM,24,,16,0,,,,,,,,,,,,12,8,
111,Chase Blackburn,NYG,25,RLB,16,8,,,,,,1,0,1,12,0,1.0,40,21,
112,Will Blackmon,GNB,24,,16,1,,,,,,2,4,4,0,0,,30,5,
113,Darryl Blackstock,CIN,25,,12,4,,,,,,,,,,,,10,10,
114,H.B. Blades,WAS,24,llb,16,5,0,0,0,0,1,,,,,,,40,20,
115,Justin Blalock,ATL,25,LG,16,16,,,,,,0,0,2,0,1,,2,0,
116,Dre' Bly,DEN,31,RCB,16,16,2,5,0,5,8,1,0,0,0,0,,54,8,
117,Leigh Bodden,DET,27,RCB,16,15,1,2,0,2,11,3,0,2,8,0,,61,12,
118,Rocky Boiman,KAN,28,RLB/M,11,9,0,0,0,0,3,2,0,0,0,0,,56,17,
119,Anquan Boldin*,ARI,28,WR,12,11,,,,,,0,4,1,0,0,,2,1,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
120,Michael Boley,ATL,26,LLB,16,12,1,16,0,16,9,0,0,1,0,0,,63,10,
121,Alfonso Boone,KAN,32,,15,4,0,0,0,0,1,,,,,,1.0,16,1,
122,Kevin Boothe,NYG,25,,16,0,,,,,,0,0,3,0,0,,,,
123,Ryan Boschetti,WAS,27,,3,0,,,,,,,,,,,,2,0,
124,Kevin Boss,NYG,24,TE,15,15,,,,,,0,0,1,0,0,,1,0,
125,Dwayne Bowe,KAN,24,WR,16,16,,,,,,,,,,,,2,0,
126,Stephen Bowen,DAL,24,,14,0,,,,,,,,,,,,6,11,
127,David Bowens,NYJ,31,rilb,16,5,1,24,0,24,3,2,1,2,0,0,4.0,21,19,
128,Zackary Bowman,CHI,24,,1,0,1,0,0,0,1,0,0,1,0,1,,1,1,
129,Cory Boyd,DEN,23,,1,0,,,,,,0,0,1,0,0,,,,
130,Tyron Brackenridge,KAN,24,,1,0,,,,,,1,0,0,0,0,,5,1,
131,Gary Brackett,IND,28,MLB,12,12,0,0,0,0,1,1,0,1,68,1,,71,28,
132,Mark Bradley,2TM,26,,12,8,,,,,,,,,,,,1,0,
133,Stewart Bradley,PHI,25,MLB,16,16,1,17,0,17,6,1,0,1,0,0,1.0,86,22,
134,Ahmad Bradshaw,NYG,22,,15,0,,,,,,1,3,1,0,0,,8,0,
135,Alan Branch,ARI,24,,4,0,,,,,,,,,,,,5,1,
136,Deion Branch,SEA,29,WR,8,8,,,,,,,,,,,,1,0,
137,Tyvon Branch,OAK,22,,8,0,1,36,0,36,1,0,1,1,0,0,,5,2,
138,Tyler Brayton,CAR,29,LDE,16,16,0,0,0,0,3,1,0,1,0,0,4.5,35,5,
139,Steve Breaston,ARI,25,WR,16,9,,,,,,0,1,2,0,0,,2,0,
140,Drew Brees*,NOR,29,QB,16,16,,,,,,0,6,2,-34,0,,2,0,
141,Jeremy Bridges,CAR,28,,14,4,,,,,,,,,,,,1,0,
142,Lance Briggs*,CHI,28,RLB,16,16,3,12,0,9,11,1,0,2,21,1,0.5,90,20,
143,Mike Brisiel,HOU,25,RG,16,16,,,,,,,,,,,,3,0,
144,Raheem Brock,IND,30,LDE,16,15,,,,,,3,0,1,9,0,3.5,25,5,
145,Keith Brooking,ATL,33,RLB,16,16,0,0,0,0,3,,,,,,,71,31,
146,Derrick Brooks*,TAM,35,RLB,16,16,1,-2,0,-2,7,1,0,0,0,0,,58,15,
147,Alex Brown,CHI,29,RDE,16,16,1,-2,0,-2,6,1,0,1,18,0,6.0,42,2,
148,C.C. Brown,HOU,25,,3,3,0,0,0,0,1,,,,,,,12,3,
149,Courtney Brown,DAL,24,,9,1,,,,,,,,,,,,6,1,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
150,Duane Brown,HOU,23,LT,16,16,,,,,,0,0,2,0,0,,1,1,
151,Fakhir Brown,STL,31,RCB,13,11,1,16,0,16,9,1,0,1,0,0,1.0,41,4,
152,Jammal Brown*,NOR,27,LT,15,15,,,,,,,,,,,,1,0,
153,Jason Brown,BAL,25,C,16,16,,,,,,0,1,1,-1,0,,,,
154,Josh Brown,STL,29,,16,0,,,,,,,,,,,,4,0,
155,Kris Brown,HOU,32,,16,0,,,,,,0,0,1,0,0,,1,0,
156,Levi Brown,ARI,24,RT,16,16,,,,,,0,0,2,0,0,,1,0,
157,Mike Brown,CHI,30,FS,15,15,2,0,0,0,8,,,,,,1.0,57,16,
158,Ralph Brown,ARI,30,,16,3,1,0,0,0,6,0,0,1,11,0,,19,4,
159,Ricky Brown,OAK,25,llb,7,6,0,0,0,0,1,1,0,0,0,0,,28,9,
160,Ronnie Brown*,MIA,27,RB,16,13,,,,,,0,1,0,0,0,,1,0,
161,Sheldon Brown,PHI,29,RCB,16,15,1,23,0,23,12,1,0,0,0,0,1.0,42,9,
162,Tarell Brown,SFO,23,,15,1,2,1,0,1,3,,,,,,,26,4,
163,Titus Brown,CLE,22,,4,0,,,,,,,,,,,,0,1,
164,Tony Brown,TEN,28,LDT,15,15,0,0,0,0,4,0,0,2,4,0,4.0,38,14,
165,Isaac Bruce,SFO,36,WR,16,15,,,,,,,,,,,,1,0,
166,Tedy Bruschi,NWE,35,RILB,13,12,0,0,0,0,1,,,,,,,38,37,
167,Copeland Bryan,BUF,25,,15,0,0,0,0,0,2,0,0,1,0,0,1.0,11,5,
168,Courtney Bryan,MIA,24,,7,0,,,,,,,,,,,,3,0,
169,Antonio Bryant,TAM,27,WR,16,15,,,,,,0,1,0,0,0,,2,0,
170,Fernando Bryant,PIT,31,,2,0,,,,,,,,,,,,3,0,
171,Matt Bryant,TAM,33,,16,0,,,,,,,,,,,,1,0,
172,Red Bryant,SEA,24,,4,0,,,,,,,,,,,,6,2,
173,Phillip Buchanon,TAM,28,LCB,16,16,2,33,1,26,6,1,0,1,0,0,,48,4,
174,Correll Buckhalter,PHI,30,,14,2,,,,,,,,,,,,1,0,
175,Marc Bulger,STL,31,QB,15,15,,,,,,0,5,1,-3,0,,3,0,
176,Melvin Bullitt,IND,24,SS,15,9,4,7,0,3,9,1,0,0,0,0,,59,13,
177,Daniel Bullocks,DET,25,SS,16,15,0,0,0,0,2,2,0,1,44,1,,64,30,
178,Josh Bullocks,NOR,25,fs,16,6,1,23,0,23,6,1,0,0,0,0,,34,7,
179,Keith Bulluck,TEN,31,RLB,16,16,0,0,0,0,6,1,0,1,0,0,0.5,75,23,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
180,Tim Bulman,HOU,26,,14,0,,,,,,0,0,1,0,0,4.0,11,7,
181,Brodrick Bunkley,PHI,25,RDT,16,16,0,0,0,0,2,0,0,1,0,0,2.0,34,13,
182,Derrick Burgess,OAK,30,LDE/R,10,10,0,0,0,0,2,1,0,0,0,0,3.5,16,8,
183,Kevin Burnett,DAL,26,,16,2,0,0,0,0,3,1,0,1,0,0,2.0,29,9,
184,Keenan Burton,STL,24,,13,1,,,,,,,,,,,,1,0,
185,Jarrett Bush,GNB,24,,16,0,0,0,0,0,1,0,1,0,0,0,,10,1,
186,Michael Bush,OAK,24,,15,0,,,,,,0,1,0,0,0,,1,0,
187,John Busing,CIN,25,,8,0,,,,,,,,,,,,4,3,
188,Brad Butler,BUF,25,RG,13,13,,,,,,,,,,,,1,0,
189,James Butler,NYG,26,SS,15,14,3,62,0,47,7,0,1,1,0,0,,54,14,
190,Greg Camarillo,MIA,26,WR,11,11,,,,,,1,0,0,0,0,,1,0,
191,Calais Campbell,ARI,22,,16,0,0,0,0,0,1,1,1,0,0,0,,17,5,
192,Jason Campbell,WAS,27,QB,16,16,,,,,,0,7,1,0,0,,1,0,
193,Khary Campbell,WAS,29,,14,0,,,,,,,,,,,,10,3,
194,Mark Campbell,NOR,33,,9,4,,,,,,,,,,,,1,0,
195,Anthony Cannon,DET,24,,9,0,,,,,,0,0,1,0,0,,4,3,
196,Chris Canty,DAL,26,RDE,16,16,0,0,0,0,5,,,,,,3.0,25,12,
197,Cooper Carlisle,OAK,31,RG,15,15,,,,,,0,0,1,0,0,,2,0,
198,John Carlson,SEA,24,TE,16,9,,,,,,1,0,0,0,0,,6,0,
199,Bobby Carpenter,DAL,25,,13,0,,,,,,0,0,1,0,0,,9,4,
200,Dan Carpenter,MIA,23,,16,0,,,,,,,,,,,,3,0,
201,Brandon Carr,KAN,22,LCB,16,16,2,67,0,35,6,0,0,2,17,0,,70,3,
202,Chris Carr,TEN,25,,16,2,1,0,0,0,5,0,2,1,0,0,,28,3,
203,Adam Carriker,STL,24,RDT,15,9,,,,,,0,0,1,0,0,,22,1,
204,Ahmad Carroll,NYJ,25,,16,0,,,,,,2,1,0,0,0,,18,2,
205,Andre Carter,WAS,29,RDE,16,14,0,0,0,0,2,,,,,,4.0,23,14,
206,Kevin Carter,TAM,35,LDE,16,16,0,0,0,0,2,1,0,0,0,0,4.0,28,21,
207,Tyrone Carter,PIT,32,,16,2,3,64,1,32,5,,,,,,,12,4,
208,Rock Cartwright,WAS,29,,16,0,,,,,,,,,,,,6,3,
209,Antoine Cason,SDG,22,,16,3,2,69,1,59,7,1,1,0,0,0,,50,14,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
210,Matt Cassel,NWE,26,QB,16,15,,,,,,0,7,2,-24,0,,2,0,
211,Simeon Castille,CIN,23,,8,0,0,0,0,0,1,,,,,,,5,2,
212,Tim Castille,ARI,24,,14,0,,,,,,,,,,,,6,2,
213,Luis Castillo,SDG,25,RDE,15,15,1,4,0,4,1,1,0,0,0,0,1.5,27,12,
214,Oliver Celestin,2TM,27,,10,0,,,,,,,,,,,,9,3,
215,Jacques Cesaire,SDG,28,,16,2,0,0,0,0,2,,,,,,2.0,15,6,
216,Chris Chamberlain,STL,23,,16,0,,,,,,,,,,,,2,2,
217,Chris Chambers,SDG,30,WR,14,9,,,,,,,,,,,,1,0,
218,Jamaal Charles,KAN,22,,16,2,,,,,,0,2,0,0,0,,2,0,
219,Jeff Charleston,NOR,25,,10,0,,,,,,,,,,,3.0,15,3,
220,Antonio Chatman,CIN,29,,10,1,,,,,,0,1,0,0,0,,0,1,
221,Jesse Chatman,NYJ,29,,3,0,,,,,,,,,,,,2,2,
222,Corey Chavous,STL,32,SS,16,13,0,0,0,0,1,0,0,1,0,0,,52,11,
223,Gosder Cherilus,DET,24,RT,16,13,,,,,,0,0,2,0,0,,,,
224,Brandon Chillar,GNB,26,rlb,14,7,0,0,0,0,8,1,0,0,0,0,1.0,59,10,
225,Tashard Choice,DAL,24,,16,3,,,,,,0,0,1,0,0,,1,1,
226,Vinny Ciurciu,MIN,28,,14,1,0,0,0,0,1,0,0,1,0,0,,10,1,
227,Ryan Clady,DEN,22,LT,16,16,,,,,,,,,,,,1,0,
228,Kendrick Clancy,NOR,30,LDT,14,14,0,0,0,0,3,0,0,1,0,0,2.0,26,8,
229,Brian Clark,TAM,25,,9,0,,,,,,0,0,1,0,0,,4,3,
230,Dallas Clark,IND,29,TE,15,15,,,,,,0,2,1,0,0,,2,0,
231,Danny Clark,NYG,31,LLB,16,15,0,0,0,0,1,2,0,0,0,0,,43,27,
232,Desmond Clark,CHI,31,TE,16,16,,,,,,0,1,0,0,0,,1,0,
233,Jeremy Clark,NYG,25,,4,0,,,,,,,,,,,,0,4,
234,Ryan Clark,PIT,29,FS,14,14,1,0,0,0,6,,,,,,,52,35,
235,Jeromey Clary,SDG,25,RT,16,16,,,,,,0,0,1,0,0,,1,0,
236,Mark Clayton,BAL,26,WR,16,13,,,,,,,,,,,,3,0,
237,Michael Clayton,TAM,26,WR,15,9,,,,,,0,1,0,0,0,,2,0,
238,Nate Clements,SFO,29,LCB,15,15,2,13,0,13,9,1,0,0,0,0,,56,7,
239,Chris Clemons,PHI,27,,16,0,0,0,0,0,1,1,0,2,73,1,4.0,12,3,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
240,Nic Clemons,DEN,28,,10,0,0,0,0,0,1,,,,,,,7,6,
241,Chad Clifton,GNB,32,LT,15,15,,,,,,,,,,,,1,0,
242,David Clowney,NYJ,23,,2,0,,,,,,,,,,,,1,0,
243,Daniel Coats,CIN,24,,16,4,,,,,,,,,,,,1,0,
244,Patrick Cobbs,MIA,25,,16,2,,,,,,,,,,,,13,3,
245,Earl Cochran,HOU,27,,8,1,0,0,0,0,1,,,,,,2.0,13,4,
246,Shaun Cody,DET,25,,16,4,0,0,0,0,3,,,,,,,25,11,
247,Barry Cofield,NYG,24,LDT,15,15,0,0,0,0,1,1,0,0,0,0,3.0,31,12,
248,Landon Cohen,DET,22,,6,0,,,,,,,,,,,,2,2,
249,Ricardo Colclough,KAN,26,,6,1,,,,,,,,,,,,4,2,
250,Colin Cole,GNB,28,,16,0,0,0,0,0,4,,,,,,0.5,19,11,
251,Trent Cole,PHI,26,RDE,16,16,0,0,0,0,2,2,0,0,0,0,9.0,59,18,
252,Drew Coleman,NYJ,25,,9,0,0,0,0,0,6,,,,,,1.0,18,5,
253,Erik Coleman,ATL,26,FS,16,16,3,48,0,32,6,2,0,0,0,0,,80,15,
254,Kenyon Coleman,NYJ,29,RDE,16,15,0,0,0,0,1,1,0,0,0,0,0.5,43,10,
255,Laveranues Coles,NYJ,31,WR,16,16,,,,,,0,1,1,0,0,,5,0,
256,Daryn Colledge,GNB,26,LG,16,16,,,,,,0,0,2,0,0,,,,
257,Kerry Collins*,TEN,36,QB,16,15,,,,,,0,5,2,-5,0,,2,0,
258,Nick Collins*,GNB,25,FS,16,16,7,295,3,62,15,1,0,0,0,0,,60,12,
259,Marc Colombo,DAL,30,RT,16,16,,,,,,0,0,1,0,0,,1,0,
260,Willie Colon,PIT,25,RT,16,16,,,,,,0,0,2,0,0,,,,
261,Marques Colston,NOR,25,wr,11,6,,,,,,0,1,0,0,0,,1,0,
262,Rosevelt Colvin,NWE,31,,4,3,,,,,,,,,,,,5,2,
263,Brannon Condren,2TM,25,,5,0,,,,,,,,,,,,2,1,
264,Sean Considine,PHI,27,,16,0,,,,,,,,,,,,23,7,
265,Damion Cook,DET,29,,7,4,,,,,,,,,,,,1,0,
266,Jameel Cook,TAM,29,,10,1,,,,,,0,0,1,0,0,,4,0,
267,Ryan Cook,MIN,25,RT,16,14,,,,,,0,0,2,2,0,,1,0,
268,Chris Cooley*,WAS,26,TE,16,16,,,,,,0,3,0,0,0,,1,0,
269,Marquis Cooper,OAK,26,,8,0,,,,,,,,,,,,5,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
270,Stephen Cooper,SDG,29,LILB,12,12,4,11,0,10,6,,,,,,1.5,72,26,
271,Terrance Copper,2TM,26,,7,0,,,,,,,,,,,,1,0,
272,Reggie Corner,BUF,25,,12,2,0,0,0,0,4,1,0,1,-2,0,,17,3,
273,Jon Corto,BUF,24,,16,0,,,,,,1,0,0,0,0,,10,0,
