
22,Kevin Alexander,DEN,23,,8,0,0,0,0,0,1,,,,,,,3,1,
23,Lorenzo Alexander,WAS,27,LOLB,16,12,0,0,0,0,2,2,0,1,0,0,1.5,32,25,
24,Jay Alford,OAK,27,,4,0,,,,,,,,,,,,2,0,
25,Asher Allen,MIN,22,RCB,14,11,2,27,0,27,7,,,,,,,38,15,
26,Jared Allen,MIN,28,RDE,16,16,2,40,1,36,6,1,0,1,0,0,11.0,45,15,
27,Jason Allen,2TM,27,,15,7,6,18,0,17,12,,,,,,,46,13,
28,Nate Allen,PHI,23,FS,13,13,3,27,0,16,8,1,0,0,0,0,2.0,42,6,
29,Russell Allen,JAX,24,,16,4,,,,,,,,,,,,31,11,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
30,Will Allen,PIT,28,,14,0,,,,,,0,0,1,0,0,,11,1,
31,Colin Allred,TEN,27,,5,0,,,,,,,,,,,,3,2,
32,Tyson Alualu,JAX,23,LDT,16,16,0,0,0,0,1,,,,,,3.5,29,9,
33,Ken Amato,TEN,33,,16,0,,,,,,0,1,0,-25,0,,1,1,
34,Jonathon Amaya,MIA,22,,10,0,,,,,,0,1,1,0,0,,0,2,
35,Danny Amendola,STL,25,wr,16,6,,,,,,0,2,0,0,0,,1,0,
36,Colt Anderson,PHI,25,,8,2,,,,,,,,,,,,16,0,
37,David Anderson,HOU,27,,12,1,,,,,,1,0,0,0,0,,5,0,
38,Derek Anderson,ARI,27,QB,12,9,,,,,,0,6,1,0,0,,,,
39,Jamaal Anderson,ATL,24,,16,3,0,0,0,0,1,1,0,0,0,0,2.0,16,5,
40,James Anderson,CAR,27,LLB,16,15,1,1,0,1,5,2,0,3,2,0,3.5,101,29,
41,Mark Anderson,2TM,27,,15,3,0,0,0,0,2,,,,,,4.0,24,5,
42,Vince Anderson,TAM,26,,3,0,,,,,,,,,,,,0,1,
43,Shawn Andrews,NYG,28,lt,13,7,,,,,,,,,,,,1,0,
44,Stacy Andrews,SEA,29,RG,13,12,,,,,,0,0,1,-2,0,,1,0,
45,Pat Angerer,IND,23,LLB,16,11,0,0,0,0,2,1,0,0,0,0,1.0,50,30,
46,Antwan Applewhite,SDG,25,ROLB,16,13,0,0,0,0,2,2,0,0,0,0,3.0,37,11,
47,Javier Arenas,KAN,23,,16,2,0,0,0,0,7,1,2,0,0,0,3.0,33,7,
48,Anthony Armstrong,WAS,27,WR,15,11,,,,,,0,1,1,0,0,,7,2,
49,Stanley Arnoux,NOR,24,,9,0,,,,,,1,0,0,0,0,,0,2,
50,Kyle Arrington,NWE,24,RCB,16,14,1,36,1,36,5,,,,,,,60,11,
51,Larry Asante,TAM,22,,2,0,1,4,0,4,1,,,,,,,1,0,
52,K.C. Asiodu,NOR,24,,1,0,,,,,,,,,,,,1,0,
53,Nnamdi Asomugha*+,OAK,29,RCB,14,14,0,0,0,0,6,,,,,,,17,2,
54,Geno Atkins,CIN,22,,16,1,0,0,0,0,1,,,,,,3.0,10,6,
55,O.J. Atogwe,STL,29,FS,16,15,3,53,0,34,9,2,0,0,0,0,2.0,64,9,
56,Miles Austin*,DAL,26,WR,16,16,,,,,,0,1,1,0,0,,6,0,
57,Terrence Austin,WAS,22,,5,0,,,,,,,,,,,,1,1,
58,Jason Avant,PHI,27,,16,3,,,,,,0,0,1,0,0,,4,0,
59,Cliff Avril,DET,24,LDE,13,13,0,0,0,0,5,1,0,1,10,0,8.5,23,10,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
60,Brendon Ayanbadejo,BAL,34,,10,0,,,,,,1,0,0,0,0,,2,1,
61,Robert Ayers,DEN,25,ROLB,11,10,0,0,0,0,1,1,0,0,0,0,1.5,32,7,
62,Akin Ayodele,BUF,31,LILB,15,10,0,0,0,0,3,,,,,,,60,46,
63,Remi Ayodele,NOR,27,LDT,16,16,0,0,0,0,1,1,0,0,0,0,1.0,21,16,
64,David Baas,SFO,29,C,16,16,,,,,,0,2,0,-24,0,,4,0,
65,Jason Babin*,TEN,30,LDE,16,16,,,,,,2,0,0,0,0,12.5,44,14,
66,Jonathan Babineaux,ATL,29,LDT,15,15,1,0,0,0,2,2,0,1,0,1,4.0,19,8,
67,Jordan Babineaux,SEA,28,,16,0,2,37,0,20,8,1,0,0,0,0,1.5,37,9,1
68,Jeff Backus,DET,33,LT,16,16,,,,,,0,0,1,0,0,,2,0,
69,Champ Bailey*,DEN,32,LCB,15,15,2,0,0,0,13,,,,,,1.0,41,4,
70,Patrick Bailey,TEN,25,,16,0,,,,,,,,,,,,11,5,
71,Billy Bajema,STL,28,TE,13,8,,,,,,0,1,1,0,0,,,,
72,Jason Baker,CAR,32,,16,0,,,,,,,,,,,,3,0,
73,Ryan Baker,MIA,26,,9,0,,,,,,,,,,,,3,1,
74,Sam Baker,ATL,25,LT,16,16,,,,,,,,,,,,1,0,
75,Alan Ball,DAL,25,FS,16,16,2,27,0,27,4,1,0,0,0,0,0.5,41,5,
76,Dave Ball,TEN,29,RDE,11,11,0,0,0,0,3,0,0,1,5,0,7.0,20,10,
77,Lance Ball,DEN,25,,10,0,,,,,,1,1,1,0,0,,2,0,
78,Kentwan Balmer,SEA,24,RDE,16,11,0,0,0,0,1,,,,,,,28,15,
79,Brandon Banks,WAS,23,,13,0,,,,,,0,2,2,0,0,,,,
80,Justin Bannan,DEN,31,RDE,16,16,0,0,0,0,4,1,0,0,0,0,1.0,25,10,
81,Tully Banta-Cain,NWE,30,lolb,15,6,,,,,,1,0,0,0,0,5.0,36,9,
82,Dominique Barber,HOU,24,,8,1,,,,,,,,,,,,1,1,
83,Ronde Barber,TAM,35,RCB,16,16,3,98,0,64,13,,,,,,1.0,66,16,
84,Antwan Barnes,2TM,26,,13,0,0,0,0,0,1,,,,,,4.5,20,5,
85,Kevin Barnes,WAS,24,,10,2,1,8,0,8,5,,,,,,,14,2,
86,Nick Barnett,GNB,29,,4,4,0,0,0,0,1,,,,,,,19,5,
87,Ronald Bartell,STL,28,LCB,15,13,0,0,0,0,10,1,0,0,0,0,,55,6,
88,Eric Barton,CLE,33,LILB,16,12,0,0,0,0,1,0,0,1,1,0,,47,19,
89,Hank Baskett,2TM,28,,8,0,,,,,,,,,,,,3,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
90,Charlie Batch,PIT,36,,3,2,,,,,,0,2,1,-3,0,,,,
91,Jackie Bates,KAN,24,,2,1,0,0,0,0,1,,,,,,,1,0,
92,D'Anthony Batiste,2TM,29,,6,0,,,,,,,,,,,,1,0,
93,Arnaz Battle,PIT,30,,15,0,,,,,,,,,,,,7,2,
94,Jackie Battle,KAN,27,,16,0,,,,,,1,0,0,0,0,,8,3,
95,Jon Beason*,CAR,25,RLB/M,16,16,1,7,0,7,8,2,0,0,0,0,1.0,90,31,
96,Travis Beckum,NYG,23,,16,2,,,,,,1,0,0,0,0,,1,1,
97,Darry Beckwith,SDG,23,,1,0,,,,,,,,,,,,0,1,
98,Jovan Belcher,KAN,23,LILB,16,15,0,0,0,0,2,1,0,0,0,0,1.0,53,31,
99,Demetress Bell,BUF,26,LT,16,16,,,,,,,,,,,,1,0,
100,Jacob Bell,STL,29,LG,16,16,,,,,,0,0,1,0,0,,,,
101,Mike Bell,2TM,27,,16,1,,,,,,0,2,2,0,0,,,,
102,Yeremiah Bell,MIA,32,SS,16,16,1,21,0,21,5,2,0,1,4,0,1.5,83,18,
103,Marcus Benard,CLE,25,,15,2,0,0,0,0,2,,,,,,7.5,18,10,
104,Arrelious Benn,TAM,22,WR,15,9,,,,,,0,1,0,0,0,,1,1,
105,Earl Bennett,CHI,23,,14,3,,,,,,0,1,1,0,0,,2,0,
106,Fred Bennett,2TM,27,,9,0,,,,,,,,,,,,2,0,
107,Martellus Bennett,DAL,23,TE,16,11,,,,,,0,1,1,5,0,,1,0,
108,Michael Bennett,OAK,32,,7,0,,,,,,,,,,,,8,0,
109,Michael Bennett,TAM,25,,13,2,0,0,0,0,1,,,,,,1.0,13,2,
110,Cedric Benson,CIN,28,RB,16,16,,,,,,0,7,1,0,0,,,,
111,Kevin Bentley,HOU,31,MLB,13,8,1,18,0,18,1,0,0,1,8,0,,35,20,
112,Joe Berger,MIA,28,C,15,14,,,,,,,,,,,,4,0,
113,Mackenzy Bernadeau,CAR,24,LG/RG,16,12,,,,,,,,,,,,3,0,
114,Rocky Bernard,NYG,31,,14,0,0,0,0,0,4,,,,,,2.0,16,2,
115,Bernard Berrian,MIN,30,WR,14,9,,,,,,0,2,2,0,0,,2,0,
116,Aaron Berry,DET,22,,1,1,1,23,0,23,1,,,,,,,3,0,
117,Eric Berry*,KAN,22,SS,16,16,4,102,1,54,10,1,0,0,0,0,2.0,72,15,
118,Davone Bess,MIA,25,WR,16,8,,,,,,0,3,1,0,0,,3,1,
119,Jahvid Best,DET,21,RB,16,9,,,,,,0,1,2,0,0,,1,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
120,Antoine Bethea,IND,26,FS,16,16,1,31,0,31,5,1,0,0,0,0,0.5,77,29,
121,Ladell Betts,NOR,31,,8,1,,,,,,0,1,0,0,0,,1,0,
122,Josh Bidwell,WAS,34,,4,0,,,,,,0,1,1,-12,0,,,,
123,Kroy Biermann,ATL,25,RDE,16,14,1,31,1,31,2,,,,,,3.0,23,6,
124,Atari Bigby,GNB,29,,4,0,,,,,,0,0,1,0,0,,6,0,
125,E.J. Biggers,TAM,23,lcb,16,6,1,0,0,0,11,,,,,,,44,7,
126,Matt Birk,BAL,34,C,16,16,,,,,,0,0,1,0,0,,3,0,
127,Rob Bironas,TEN,32,,16,0,,,,,,,,,,,,1,1,
128,Desmond Bishop,GNB,26,RILB,15,12,1,32,1,32,8,2,0,0,0,0,3.0,75,28,
129,Jordan Black,JAX,30,RT,15,9,,,,,,,,,,,,2,0,
130,Quincy Black,TAM,26,LLB,11,10,1,4,0,4,3,1,0,1,1,0,2.0,54,7,
131,Chase Blackburn,NYG,27,,14,0,,,,,,0,0,2,0,0,,16,4,
132,Will Blackmon,NYG,26,,5,0,,,,,,0,2,0,0,0,,1,1,
133,H.B. Blades,WAS,26,,16,1,,,,,,,,,,,,11,7,
134,Justin Blalock,ATL,27,LG,16,16,,,,,,,,,,,,1,0,
135,LeGarrette Blount,TAM,24,rb,13,7,,,,,,0,4,0,0,0,,1,0,
136,Anquan Boldin,BAL,30,WR,16,16,,,,,,0,1,0,0,0,,4,0,
137,Michael Boley,NYG,28,RLB,16,15,0,0,0,0,1,1,0,0,0,0,1.0,64,22,
138,Lorenzo Booker,MIN,26,,4,0,,,,,,0,1,0,0,0,,1,0,
139,Kevin Boss,NYG,26,TE,15,13,,,,,,0,1,0,0,0,,1,0,
140,Dwayne Bowe*,KAN,26,WR,16,16,,,,,,0,1,1,0,0,,1,0,
141,Alvin Bowen,JAX,27,,2,0,,,,,,,,,,,,0,1,
142,Stephen Bowen,DAL,26,LDE,16,9,0,0,0,0,1,,,,,,1.5,16,6,
143,David Bowens,CLE,33,,15,4,2,94,2,64,6,,,,,,0.5,26,14,
144,NaVorro Bowman,SFO,22,,16,1,,,,,,,,,,,,38,8,
145,Zackary Bowman,CHI,26,,13,3,,,,,,1,0,1,0,0,,28,4,
146,Ron Brace,NWE,24,rde,13,5,,,,,,,,,,,,15,8,
147,Tyron Brackenridge,JAX,26,,16,0,,,,,,1,0,0,0,0,,14,2,
148,Gary Brackett,IND,30,MLB,12,12,0,0,0,0,3,,,,,,0.5,52,22,
149,Sam Bradford,STL,23,QB,16,16,,,,,,0,7,3,-2,0,,2,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
150,Stewart Bradley,PHI,27,MLB,12,12,1,0,0,0,7,,,,,,1.0,49,11,
151,Ahmad Bradshaw,NYG,24,RB,16,11,,,,,,1,7,0,0,0,,9,0,
152,Tom Brady*+,NWE,33,QB,16,16,,,,,,0,3,1,-5,0,,,,
153,Alan Branch,ARI,26,,16,3,0,0,0,0,1,2,0,0,0,0,2.0,27,8,
154,Deion Branch,2TM,31,,15,12,,,,,,0,1,0,0,0,,1,0,
155,Tyvon Branch,OAK,24,SS,16,16,1,15,0,15,2,1,0,2,76,1,4.0,78,23,
156,Tyler Brayton,CAR,31,RDE,15,14,0,0,0,0,2,1,0,2,1,0,,16,6,
157,Steve Breaston,ARI,27,WR,13,11,,,,,,1,0,2,0,1,,2,0,
158,Drew Brees*,NOR,31,QB,16,16,,,,,,0,9,5,0,0,,1,0,
159,Josh Brent,DAL,22,,16,0,,,,,,,,,,,,14,2,
160,Diyral Briggs,3TM,25,,7,0,,,,,,,,,,,,4,0,
161,Lance Briggs*,CHI,30,LLB,15,15,2,1,0,1,7,1,0,1,0,0,2.0,76,13,
162,Jasper Brinkley,MIN,25,,16,0,,,,,,,,,,,,3,2,
163,Kenny Britt,TEN,22,wr,12,7,,,,,,0,1,0,0,0,,2,0,
164,Raheem Brock,SEA,32,,16,0,0,0,0,0,3,1,0,1,0,0,9.0,26,6,
165,Tramaine Brock,SFO,22,,3,0,,,,,,,,,,,,3,1,
166,Keith Brooking,DAL,35,RILB,16,16,1,41,0,41,7,,,,,,1.0,73,24,
167,Ahmad Brooks,SFO,26,,15,1,1,32,0,32,2,,,,,,5.0,29,2,
168,Alex Brown,NOR,31,LDE,16,16,0,0,0,0,3,1,0,1,0,0,2.0,32,7,
169,Antonio Brown,PIT,22,,9,0,,,,,,0,1,0,0,0,,3,0,
170,C.C. Brown,DET,27,SS,15,8,0,0,0,0,4,1,0,0,0,0,,37,9,
171,Charles Brown,NOR,23,,3,0,,,,,,,,,,,,1,0,
172,Cornelius Brown,IND,22,,10,0,0,0,0,0,2,,,,,,,12,5,
173,Donald Brown,IND,23,RB,13,8,,,,,,,,,,,,1,0,
174,Duane Brown,HOU,25,LT,12,12,,,,,,,,,,,,1,0,
175,Everette Brown,CAR,23,,13,2,1,0,0,0,1,1,0,0,0,0,3.5,20,5,
176,Jason Brown,STL,27,C,16,16,,,,,,,,,,,,1,0,
177,Josh Brown,STL,31,,16,0,,,,,,0,1,0,0,0,,2,0,
178,Kris Brown,2TM,34,,3,0,,,,,,,,,,,,1,0,
179,Levi Brown,ARI,26,LT,16,16,,,,,,0,0,3,-1,1,,3,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
180,Ricky Brown,OAK,27,,14,1,0,0,0,0,1,1,0,2,0,0,,8,5,
181,Ronnie Brown,MIA,29,RB,16,16,,,,,,0,3,0,0,0,,4,0,
182,Sergio Brown,NWE,22,,11,0,,,,,,0,0,1,0,0,,9,2,
183,Sheldon Brown,CLE,31,RCB,16,16,2,0,0,0,10,,,,,,,51,12,
184,Stevie Brown,OAK,23,,15,1,0,0,0,0,2,,,,,,,12,5,
185,Tarell Brown,SFO,25,,15,0,1,62,1,62,5,,,,,,,36,3,
186,Titus Brown,CLE,24,,13,0,,,,,,,,,,,,4,5,
187,Tony Brown,TEN,30,RDT,11,11,0,0,0,0,1,,,,,,3.5,14,8,
188,David Bruton,DEN,23,,16,2,0,0,0,0,1,0,0,2,0,0,,12,4,
189,Chris Bryan,TAM,28,,4,0,,,,,,,,,,,,1,0,
190,Anthony Bryant,WAS,29,,6,3,,,,,,,,,,,,2,6,
191,Desmond Bryant,OAK,25,,15,0,,,,,,,,,,,2.5,15,6,
192,Dez Bryant,DAL,22,,12,2,,,,,,1,2,1,0,0,,1,0,
193,Red Bryant,SEA,26,rde,7,7,,,,,,1,0,2,0,0,1.0,16,2,
194,Phillip Buchanon,WAS,30,rcb,16,5,2,51,0,43,18,2,1,1,0,0,,41,8,
195,Eldra Buckley,PHI,25,,16,0,,,,,,1,1,0,0,0,,6,0,
196,David Buehler,DAL,23,,16,0,,,,,,,,,,,,0,2,
197,Bryan Bulaga,GNB,21,RT,16,12,,,,,,,,,,,,2,0,
198,Melvin Bullitt,IND,26,,4,3,1,19,0,19,1,,,,,,,10,3,
199,Josh Bullocks,CHI,27,,16,0,,,,,,,,,,,,8,3,
200,Keith Bulluck,NYG,33,LLB,13,8,2,7,0,6,2,0,0,1,10,0,,21,10,
201,Brodrick Bunkley,PHI,27,rdt,14,5,0,0,0,0,1,,,,,,,17,3,
202,Prescott Burgess,BAL,26,,16,0,0,0,0,0,1,,,,,,,12,2,
203,Nate Burleson,DET,29,WR,14,14,,,,,,0,2,0,0,0,,2,0,
204,Kevin Burnett,SDG,28,RILB,16,16,2,31,1,29,5,1,0,1,0,0,6.0,80,15,
205,Morgan Burnett,GNB,21,,4,4,1,0,0,0,1,,,,,,,12,2,
206,Jarrett Bush,GNB,26,,16,1,0,0,0,0,1,1,0,1,0,0,,19,2,
207,Michael Bush,OAK,26,,14,3,,,,,,0,0,1,0,0,,,,
208,Reggie Bush,NOR,25,rb,8,6,,,,,,0,2,2,0,0,,,,
209,Jermon Bushrod,NOR,26,LT,16,16,,,,,,,,,,,,1,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
210,Darius Butler,NWE,24,,15,3,0,0,0,0,6,0,0,1,0,0,,22,1,
211,Deon Butler,SEA,24,WR,13,8,,,,,,,,,,,,1,0,
212,James Butler,STL,28,,14,4,2,13,0,16,3,1,0,1,49,0,,18,2,
213,Quincy Butler,STL,29,,6,1,0,0,0,0,4,,,,,,,9,3,
214,Rashad Butler,HOU,27,,16,4,,,,,,0,0,1,0,0,,,,
215,Victor Butler,DAL,23,,15,0,,,,,,1,0,0,0,0,2.0,13,5,
216,Nate Byham,SFO,22,,14,3,,,,,,,,,,,,1,0,
217,Jairus Byrd,BUF,24,FS,16,14,1,37,1,37,2,3,0,2,0,0,1.0,61,27,
218,Andre Caldwell,CIN,25,wr,15,5,,,,,,0,1,0,0,0,,2,0,
219,Duke Calhoun,NYG,23,,9,0,,,,,,0,0,1,0,0,,5,2,
220,Jorrick Calvin,PHI,23,,12,0,,,,,,0,2,1,0,0,,,,
221,Greg Camarillo,MIN,28,,16,1,,,,,,1,0,0,0,0,,4,0,
222,Calais Campbell,ARI,24,LDE,15,15,0,0,0,0,2,0,0,1,0,0,6.0,46,14,
223,Caleb Campbell,DET,26,,2,0,,,,,,,,,,,,0,1,
224,Jason Campbell,OAK,29,QB,13,12,,,,,,0,9,5,-15,0,,,,
225,Chris Canty,NYG,28,RDT,16,16,0,0,0,0,3,1,0,0,0,0,1.5,27,11,
226,Don Carey,JAX,23,FS,15,10,1,7,0,7,1,,,,,,,40,15,
227,Cooper Carlisle,OAK,33,RG,16,16,,,,,,0,0,1,0,0,,,,
228,John Carlson,SEA,26,TE,15,13,,,,,,,,,,,,2,0,
229,Bobby Carpenter,2TM,27,,15,4,0,0,0,0,2,,,,,,,30,10,
230,Dan Carpenter,MIA,25,,16,0,,,,,,,,,,,,0,2,
231,Brandon Carr,KAN,24,RCB,16,16,1,0,0,0,23,0,0,2,23,0,,46,11,
232,Chris Carr,BAL,27,LCB,16,16,2,13,0,12,8,3,0,0,0,0,,54,7,
233,Adam Carriker,WAS,26,LDE,16,16,0,0,0,0,1,0,0,1,0,0,1.5,22,15,
234,Alex Carrington,BUF,23,,9,0,0,0,0,0,1,,,,,,1.0,6,2,
235,Nolan Carroll,MIA,23,,13,1,1,1,0,1,2,,,,,,,1,0,
236,Andre Carter,WAS,31,lolb,16,5,0,0,0,0,1,1,0,1,0,0,2.5,25,19,
237,Tony Carter,NWE,24,,2,0,,,,,,,,,,,,1,0,
238,Tyrone Carter,SDG,34,,7,0,,,,,,,,,,,,11,1,
239,Rock Cartwright,OAK,31,,16,0,,,,,,1,0,1,0,0,,15,2,1
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
240,James Casey,HOU,26,,16,4,,,,,,,,,,,,0,7,
241,Antoine Cason,SDG,24,RCB,16,15,4,51,0,28,17,1,0,0,0,0,,57,10,
242,Tim Castille,KAN,26,,10,4,,,,,,,,,,,,2,0,
243,Luis Castillo,SDG,27,RDE,16,16,,,,,,0,0,1,0,0,2.5,18,8,
244,Brent Celek,PHI,25,TE,16,15,,,,,,,,,,,,1,0,
245,Jacques Cesaire,SDG,30,LDE,16,16,,,,,,,,,,,1.5,23,8,
246,Chris Chamberlain,STL,25,rlb,11,6,0,0,0,0,2,1,0,0,0,0,,15,4,
247,Chris Chambers,KAN,32,wr,13,7,,,,,,,,,,,,1,0,
248,Kam Chancellor,SEA,22,,16,0,0,0,0,0,1,1,0,0,0,0,1.0,10,6,
249,Scott Chandler,2TM,25,,13,1,,,,,,,,,,,,4,0,
250,Jamar Chaney,PHI,24,,14,2,0,0,0,0,1,1,0,0,0,0,,27,9,
251,Jamaal Charles*+,KAN,24,rb,16,6,,,,,,0,3,3,0,0,,1,0,
252,Jeff Charleston,NOR,27,,16,1,0,0,0,0,2,2,0,1,0,0,3.0,19,7,
253,Chris Chester,BAL,27,RG,14,14,,,,,,0,0,1,0,0,,1,0,
254,Brandon Chillar,GNB,28,,8,1,1,9,0,9,1,,,,,,1.0,13,3,
255,Patrick Chung,NWE,23,SS,14,13,3,96,1,51,9,,,,,,,67,24,
256,Barry Church,DAL,22,,15,0,,,,,,1,0,0,0,0,,10,5,
257,Vinny Ciurciu,DET,30,,10,0,,,,,,,,,,,,6,4,
258,Tyson Clabo*,ATL,29,RT,16,16,,,,,,0,0,1,0,0,,,,
259,Ryan Clady,DEN,24,LT,16,16,,,,,,,,,,,,1,0,
260,Brian Clark,DET,27,,4,0,,,,,,,,,,,,3,0,
261,Dallas Clark,IND,31,te,6,6,,,,,,,,,,,,0,1,
262,Danny Clark,NOR,33,LLB,14,10,0,0,0,0,1,1,0,0,0,0,,47,12,
263,Desmond Clark,CHI,33,,5,0,,,,,,,,,,,,1,0,
264,Jeremy Clark,3TM,27,,3,1,,,,,,,,,,,,3,0,
265,Ryan Clark,PIT,31,FS,16,15,2,34,0,23,7,0,0,1,5,0,,57,33,
266,Jeromey Clary,SDG,27,RT,16,16,,,,,,,,,,,,1,0,
267,Jimmy Clausen,CAR,23,QB,13,10,,,,,,0,9,3,-28,0,,1,0,
268,Keenan Clayton,PHI,23,,7,1,0,0,0,0,1,,,,,,,4,3,
269,Nate Clements,SFO,31,RCB,16,16,3,46,0,39,10,3,1,0,0,0,1.0,72,10,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
270,Chris Clemons,SEA,29,LDE,16,16,0,0,0,0,4,1,0,1,0,0,11.0,33,16,
271,Chris Clemons,MIA,25,FS,15,14,1,0,0,0,5,2,0,1,0,0,1.5,51,10,
272,Chad Clifton*,GNB,34,LT,16,16,,,,,,,,,,,,1,0,
273,Colin Cloherty,SFO,23,,2,0,,,,,,,,,,,,1,2,
