
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
187,Dave Ragone,HOU,24,,2,2,6,51,0,14,8.5,25.5,3.0,1,1,-5,-5.0,0,-5,0.5,-2.5,46,0,4
188,Vinny Testaverde,NYJ,40,qb,7,7,6,17,0,13,2.8,2.4,0.9,,,,,,,,,17,0,1
189,Marques Tuiasosopo,OAK,24,,4,1,6,22,0,8,3.7,5.5,1.5,,,,,,,,,22,0,2
190,Alvis Whitted,OAK,29,,16,2,6,37,0,16,6.2,2.3,0.4,24,7,106,15.1,1,36,0.4,6.6,143,1,0
191,Steve Beuerlein,DEN,38,,4,2,5,13,0,7,2.6,3.3,1.3,,,,,,,,,13,0,3
192,Anquan Boldin*,ARI,23,WR,16,16,5,40,0,23,8.0,2.5,0.3,165,101,1377,13.6,8,71,6.3,86.1,1417,8,3
193,Reche Caldwell,SDG,24,,9,4,5,39,0,14,7.8,4.3,0.6,34,8,80,10.0,0,15,0.9,8.9,119,0,0
194,Andre' Davis,CLE,24,WR,16,8,5,28,0,7,5.6,1.8,0.3,55,40,576,14.4,5,49,2.5,36.0,604,5,2
195,Donald Driver,GNB,28,WR,15,15,5,51,0,45,10.2,3.4,0.3,86,52,621,11.9,2,41,3.5,41.4,672,2,0
196,Brian Griese,MIA,28,qb,5,5,5,15,0,9,3.0,3.0,1.0,,,,,,,,,15,0,4
197,Andre Johnson,HOU,22,WR,16,16,5,-10,0,11,-2.0,-0.6,0.3,119,66,976,14.8,4,46,4.1,61.0,966,4,0
198,Tee Martin,OAK,25,,2,0,5,28,0,8,5.6,14.0,2.5,,,,,,,,,28,0,3
199,Mike McMahon,DET,24,,3,0,5,32,0,12,6.4,10.7,1.7,,,,,,,,,32,0,1
200,James Thrash,PHI,28,WR,16,16,5,52,0,47,10.4,3.3,0.3,92,49,558,11.4,1,51,3.1,34.9,610,1,0
201,Bobby Wade,CHI,22,,12,1,5,14,0,6,2.8,1.2,0.4,18,12,137,11.4,0,24,1.0,11.4,151,0,1
202,Jonathan Wells,HOU,24,,13,0,5,14,0,10,2.8,1.1,0.4,4,2,17,8.5,0,12,0.2,1.3,31,0,0
203,David Allen,JAX,25,,14,0,4,8,0,6,2.0,0.6,0.3,7,6,60,10.0,1,31,0.4,4.3,68,1,2
204,Chris Chambers,MIA,25,WR,16,16,4,30,0,12,7.5,1.9,0.3,130,64,963,15.0,11,57,4.0,60.2,993,11,1
205,James Fenderson,NOR,27,,9,0,4,14,0,6,3.5,1.6,0.4,1,1,5,5.0,0,5,0.1,0.6,19,0,0
206,Joey Galloway,DAL,32,WR,15,13,4,22,0,10,5.5,1.5,0.3,83,34,672,19.8,2,64,2.3,44.8,694,2,1
207,Leon Johnson,SDG,29,,14,0,4,26,0,18,6.5,1.9,0.3,,,,,,,,,26,0,1
208,Shaun King,TAM,26,,3,0,4,20,0,12,5.0,6.7,1.3,,,,,,,,,20,0,0
209,Rob Konrad,MIA,27,FB,14,12,4,17,0,11,4.3,1.2,0.3,19,16,166,10.4,0,25,1.1,11.9,183,0,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
210,Brandon Manumaleuna,STL,23,TE,16,15,4,15,0,8,3.8,0.9,0.3,45,29,238,8.2,2,39,1.8,14.9,253,2,0
211,Jamar Martin,DAL,23,,14,1,4,7,0,3,1.8,0.5,0.3,4,2,9,4.5,0,6,0.1,0.6,16,0,0
212,Brian Mitchell,NYG,35,,16,0,4,20,1,18,5.0,1.3,0.3,5,4,38,9.5,0,11,0.3,2.4,58,1,5
213,Jesse Palmer,NYG,25,,6,3,4,23,0,26,5.8,3.8,0.7,,,,,,,,,23,0,2
214,Koren Robinson,SEA,23,WR,15,15,4,15,0,16,3.8,1.0,0.3,119,65,896,13.8,4,38,4.3,59.7,911,4,1
215,Alex Van Pelt,BUF,33,,6,0,4,-6,0,-1,-1.5,-1.0,0.7,,,,,,,,,-6,0,0
216,Marty Booker,CHI,27,WR,13,13,3,-7,0,1,-2.3,-0.5,0.2,105,52,715,13.8,4,61,4.0,55.0,708,4,1
217,David Boston,SDG,25,WR,14,14,3,18,0,13,6.0,1.3,0.2,115,70,880,12.6,7,46,5.0,62.9,898,7,2
218,Todd Bouman,NOR,31,,4,0,3,1,0,2,0.3,0.3,0.8,,,,,,,,,1,0,1
219,Kerry Carter,SEA,23,,16,0,3,-2,0,1,-0.7,-0.1,0.2,,,,,,,,,-2,0,0
220,Troy Edwards,JAX,26,WR,13,11,3,-9,0,4,-3.0,-0.7,0.2,62,35,487,13.9,3,84,2.7,37.5,478,3,0
221,Mike Furrey,STL,26,,13,0,3,5,0,2,1.7,0.4,0.2,33,20,189,9.5,0,24,1.5,14.5,194,0,3
222,Terry Glenn,DAL,29,WR,16,14,3,55,0,47,18.3,3.4,0.2,96,52,754,14.5,5,51,3.3,47.1,809,5,2
223,Rex Grossman,CHI,23,,3,3,3,-1,0,0,-0.3,-0.3,1.0,,,,,,,,,-1,0,3
224,Az-Zahir Hakim,DET,26,WR,14,12,3,51,0,35,17.0,3.6,0.2,108,49,449,9.2,4,28,3.5,32.1,500,4,2
225,Todd Heap*,BAL,23,TE,16,16,3,21,0,9,7.0,1.3,0.2,112,57,693,12.2,3,33,3.6,43.3,714,3,1
226,Brock Huard,IND,27,,2,0,3,8,0,9,2.7,4.0,1.5,,,,,,,,,8,0,1
227,Rob Johnson,2TM,30,,4,0,3,21,0,14,7.0,5.3,0.8,,,,,,,,,21,0,0
228,Derrick Mason*,TEN,29,WR,16,16,3,11,0,7,3.7,0.7,0.2,133,95,1303,13.7,8,50,5.9,81.4,1314,8,0
229,Fred McCrary,NWE,31,,6,3,3,3,0,4,1.0,0.5,0.5,5,2,12,6.0,0,9,0.3,2.0,15,0,0
230,Quincy Morgan,CLE,26,WR,16,15,3,-4,0,2,-1.3,-0.3,0.2,79,38,516,13.6,3,71,2.4,32.3,512,3,0
231,Terrell Owens*,SFO,30,WR,15,15,3,-2,0,3,-0.7,-0.1,0.2,146,80,1102,13.8,9,75,5.3,73.5,1100,9,0
232,Eric Parker,SDG,24,,8,4,3,21,0,13,7.0,2.6,0.4,31,18,244,13.6,3,33,2.3,30.5,265,3,1
233,Josh Reed,BUF,23,WR,16,16,3,38,0,16,12.7,2.4,0.2,104,58,588,10.1,2,26,3.6,36.8,626,2,1
234,John Simon,WAS,25,,4,0,3,9,0,6,3.0,2.3,0.8,3,3,21,7.0,0,12,0.8,5.3,30,0,1
235,Reggie Swinton,2TM,28,,12,1,3,11,0,9,3.7,0.9,0.3,16,9,100,11.1,0,25,0.8,8.3,111,0,4
236,Matt Turk,MIA,35,,13,0,3,30,0,23,10.0,2.3,0.2,,,,,,,,,30,0,0
237,B.J. Askew,NYJ,23,,16,0,2,9,0,6,4.5,0.6,0.1,,,,,,,,,9,0,0
238,Arnaz Battle,SFO,23,,8,0,2,14,0,9,7.0,1.8,0.3,,,,,,,,,14,0,0
239,Isaac Bruce,STL,31,WR,15,15,2,17,0,14,8.5,1.1,0.1,119,69,981,14.2,5,41,4.6,65.4,998,5,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
240,Antonio Bryant,DAL,22,wr,16,5,2,0,0,2,0.0,0.0,0.1,83,39,550,14.1,2,54,2.4,34.4,550,2,0
241,Cam Cleeland,STL,28,TE,16,10,2,-5,0,0,-2.5,-0.3,0.1,16,10,145,14.5,0,29,0.6,9.1,140,0,1
242,Chris Cole,DEN,26,,11,0,2,8,0,8,4.0,0.7,0.2,8,3,36,12.0,0,18,0.3,3.3,44,0,1
243,Trent Dilfer,SEA,31,,5,0,2,-1,0,0,-0.5,-0.2,0.4,,,,,,,,,-1,0,2
244,Ike Hilliard,NYG,27,WR,13,12,2,19,0,13,9.5,1.5,0.2,102,60,608,10.1,6,38,4.6,46.8,627,6,2
245,James Hodgins,ARI,26,FB,16,8,2,6,0,3,3.0,0.4,0.1,19,14,58,4.1,2,9,0.9,3.6,64,2,1
246,Joe Horn,NOR,31,WR,15,14,2,15,0,13,7.5,1.0,0.1,130,78,973,12.5,10,50,5.2,64.9,988,10,2
247,Chad Hutchinson,DAL,26,,1,0,2,-3,0,-1,-1.5,-3.0,2.0,,,,,,,,,-3,0,0
248,Bryan Johnson,WAS,25,FB,16,11,2,5,0,4,2.5,0.3,0.1,12,9,71,7.9,0,19,0.6,4.4,76,0,0
249,Eddie Johnson,MIN,22,,14,0,2,15,0,15,7.5,1.1,0.1,,,,,,,,,15,0,2
250,Eddie Kennison,KAN,30,WR,16,16,2,9,0,5,4.5,0.6,0.1,99,56,853,15.2,5,51,3.5,53.3,862,5,1
251,Dan Klecko,NWE,22,,13,1,2,5,0,5,2.5,0.4,0.2,,,,,,,,,5,0,0
252,Jim Kleinsasser,MIN,26,TE,16,16,2,15,0,12,7.5,0.9,0.1,59,46,401,8.7,4,19,2.9,25.1,416,4,0
253,Charles Lee,TAM,26,wr,8,5,2,14,0,8,7.0,1.8,0.3,46,33,432,13.1,2,72,4.1,54.0,446,2,0
254,Quentin McCord,ATL,25,,9,2,2,2,0,1,1.0,0.2,0.2,23,9,121,13.4,0,33,1.0,13.4,123,0,0
255,Shaun McDonald,STL,22,,8,1,2,7,0,5,3.5,0.9,0.3,21,10,62,6.2,0,13,1.3,7.8,69,0,1
256,James McKnight,MIA,31,,15,1,2,75,1,68,37.5,5.0,0.1,43,23,285,12.4,2,80,1.5,19.0,360,3,1
257,Muhsin Muhammad,CAR,30,WR,15,15,2,-2,0,0,-1.0,-0.1,0.1,100,54,837,15.5,3,60,3.6,55.8,835,3,3
258,Craig Nall,GNB,24,,1,0,2,-2,0,-1,-1.0,-2.0,2.0,,,,,,,,,-2,0,0
259,Peerless Price,ATL,27,WR,16,15,2,3,0,5,1.5,0.2,0.1,141,64,838,13.1,3,49,4.0,52.4,841,3,0
260,Chris Redman,BAL,26,,2,0,2,4,0,4,2.0,2.0,1.0,,,,,,,,,4,0,3
261,Charles Rogers,DET,22,wr,5,5,2,17,0,12,8.5,3.4,0.4,52,22,243,11.0,3,33,4.4,48.6,260,3,0
262,Ken Simonton,BUF,24,,2,0,2,4,0,2,2.0,2.0,1.0,,,,,,,,,4,0,0
263,Paul Smith,DET,25,,7,0,2,5,0,3,2.5,0.7,0.3,6,5,45,9.0,0,12,0.7,6.4,50,0,0
264,Javon Walker,GNB,25,,16,3,2,1,0,1,0.5,0.1,0.1,74,41,716,17.5,9,66,2.6,44.8,717,9,1
265,Ken Walter,NWE,31,,15,0,2,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,0
266,Dez White,CHI,24,WR,15,11,2,13,0,12,6.5,0.9,0.1,107,49,583,11.9,3,49,3.3,38.9,596,3,0
267,John Avery,MIN,27,,6,0,1,0,0,0,0.0,0.0,0.2,4,2,24,12.0,1,13,0.3,4.0,24,1,1
268,Obafemi Ayanbadejo,MIA,28,,16,2,1,-2,0,-2,-2.0,-0.1,0.1,13,12,53,4.4,0,12,0.8,3.3,51,0,1
269,Charlie Batch,PIT,29,,4,0,1,11,0,11,11.0,2.8,0.3,,,,,,,,,11,0,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
270,Brant Boyer,CLE,32,rlb,15,7,1,7,0,7,7.0,0.5,0.1,,,,,,,,,7,0,0
271,Deion Branch,NWE,24,WR,15,12,1,11,0,11,11.0,0.7,0.1,104,57,803,14.1,3,66,3.8,53.5,814,3,0
272,Antonio Brown,BUF,25,,16,0,1,17,0,17,17.0,1.1,0.1,,,,,,,,,17,0,1
273,Travis Brown,BUF,26,,2,0,1,5,0,5,5.0,2.5,0.5,,,,,,,,,5,0,0
274,Plaxico Burress,PIT,26,WR,16,16,1,-7,0,-7,-7.0,-0.4,0.1,124,60,860,14.3,4,47,3.8,53.8,853,4,1
275,Tyrone Calico,TEN,23,,14,2,1,5,0,5,5.0,0.4,0.1,43,18,297,16.5,4,45,1.3,21.2,302,4,0
276,John Carney,NOR,39,,16,0,1,3,0,3,3.0,0.2,0.1,,,,,,,,,3,0,0
277,Jameel Cook,TAM,24,FB,14,8,1,-1,0,-1,-1.0,-0.1,0.1,30,20,120,6.0,1,19,1.4,8.6,119,1,0
278,Ronald Curry,OAK,24,,16,2,1,0,0,0,0.0,0.0,0.1,10,5,31,6.2,0,16,0.3,1.9,31,0,1
279,Phil Dawson,CLE,28,,13,0,1,14,0,14,14.0,1.1,0.1,,,,,,,,,14,0,0
280,Eddie Drummond,DET,23,,6,0,1,1,0,1,1.0,0.2,0.2,,,,,,,,,1,0,1
281,Jeff Faine,CLE,22,C,9,9,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,3
282,Jeff Feagles,NYG,37,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,0
283,Robert Ferguson,GNB,24,WR,15,12,1,-8,0,-8,-8.0,-0.5,0.1,60,38,520,13.7,4,47,2.5,34.7,512,4,0
284,Jabar Gaffney,HOU,23,WR,16,11,1,13,0,13,13.0,0.8,0.1,57,34,402,11.8,2,33,2.1,25.1,415,2,0
285,Sam Gash,BUF,34,FB,16,10,1,3,0,3,3.0,0.2,0.1,13,11,83,7.5,0,18,0.7,5.2,86,0,1
286,Bryan Gilmore,ARI,25,WR,14,10,1,0,0,0,0.0,0.0,0.1,45,17,208,12.2,2,32,1.2,14.9,208,2,0
287,Marvin Harrison*,IND,31,WR,15,15,1,3,0,3,3.0,0.2,0.1,142,94,1272,13.5,10,79,6.3,84.8,1275,10,2
288,Torry Holt*+,STL,27,WR,16,15,1,5,0,5,5.0,0.3,0.1,183,117,1696,14.5,12,48,7.3,106.0,1701,12,1
289,Damon Huard,NWE,30,,2,0,1,-1,0,-1,-1.0,-0.5,0.5,,,,,,,,,-1,0,0
290,Jarious Jackson,DEN,26,,1,1,1,9,0,9,9.0,9.0,1.0,,,,,,,,,9,0,0
291,Shawn Jefferson,DET,34,,7,3,1,3,0,3,3.0,0.4,0.1,11,6,46,7.7,0,13,0.9,6.6,49,0,0
292,Bethel Johnson,NWE,24,wr,15,5,1,-12,0,-12,-12.0,-0.8,0.1,34,16,209,13.1,2,45,1.1,13.9,197,2,0
293,Kevin Kasper,ARI,26,,7,0,1,-4,0,-4,-4.0,-0.6,0.1,6,1,23,23.0,0,23,0.1,3.3,19,0,0
294,Bill LaFleur,SFO,27,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,1
295,George Layne,ATL,25,,3,0,1,15,0,15,15.0,5.0,0.3,2,1,3,3.0,0,3,0.3,1.0,18,0,0
296,Jermaine Lewis,JAX,29,,2,0,1,6,0,6,6.0,3.0,0.5,4,4,100,25.0,1,65,2.0,50.0,106,1,0
297,Michael Lewis,NOR,32,,13,1,1,2,0,2,2.0,0.2,0.1,25,12,226,18.8,1,39,0.9,17.4,228,1,2
298,Nick Luchey,GNB,26,,11,2,1,3,0,3,3.0,0.3,0.1,2,1,12,12.0,0,12,0.1,1.1,15,0,0
299,Adrian Madise,DEN,23,,11,0,1,10,0,10,10.0,0.9,0.1,3,2,10,5.0,0,5,0.2,0.9,20,0,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
300,Chris Massey,STL,24,,16,0,1,-1,0,-1,-1.0,-0.1,0.1,,,,,,,,,-1,0,0
301,Brad Maynard,CHI,29,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,1
302,Fred McAfee,NOR,35,,14,0,1,13,0,13,13.0,0.9,0.1,,,,,,,,,13,0,1
303,Justin McCareins,TEN,25,WR,16,10,1,13,0,13,13.0,0.8,0.1,82,47,813,17.3,7,73,2.9,50.8,826,7,2
304,Sultan McCullough,WAS,23,,1,0,1,9,0,9,9.0,9.0,1.0,3,3,13,4.3,0,8,3.0,13.0,22,0,0
305,Brian Moorman,BUF,27,,16,0,1,21,0,21,21.0,1.3,0.1,,,,,,,,,21,0,1
306,Ryan Neufeld,BUF,28,,16,1,1,14,0,14,14.0,0.9,0.1,5,3,41,13.7,0,25,0.2,2.6,55,0,0
307,Neil O'Donnell,TEN,37,,1,1,1,-1,0,-1,-1.0,-1.0,1.0,,,,,,,,,-1,0,0
308,Deltha O'Neal,DEN,26,rcb,13,6,1,0,0,0,0.0,0.0,0.1,3,2,4,2.0,0,3,0.2,0.3,4,0,2
309,David Patten,NWE,29,wr,6,5,1,4,0,4,4.0,0.7,0.2,22,9,140,15.6,0,42,1.5,23.3,144,0,0
310,Todd Pinkston,PHI,26,WR,16,15,1,-11,0,-11,-11.0,-0.7,0.1,86,36,575,16.0,2,59,2.3,35.9,564,2,1
311,Jerry Porter,OAK,25,,10,1,1,10,0,10,10.0,1.0,0.1,57,28,361,12.9,1,35,2.8,36.1,371,1,1
312,Jon Ritchie,PHI,29,fb,16,7,1,1,0,1,1.0,0.1,0.1,26,17,86,5.1,3,12,1.1,5.4,87,3,0
313,Sage Rosenfels,MIA,25,,2,0,1,-1,0,-1,-1.0,-0.5,0.5,,,,,,,,,-1,0,0
314,Jason Simmons,HOU,27,,16,2,1,7,0,7,7.0,0.4,0.1,,,,,,,,,7,0,0
315,Hunter Smith,IND,26,,16,0,1,21,1,21,21.0,1.3,0.1,,,,,,,,,21,1,0
316,Jerald Sowell,NYJ,29,FB,16,16,1,2,0,2,2.0,0.1,0.1,60,47,436,9.3,1,44,2.9,27.3,438,1,0
317,Charles Stackhouse,MIN,23,,14,2,1,0,0,0,0.0,0.0,0.1,7,6,30,5.0,0,10,0.4,2.1,30,0,0
318,Donte' Stallworth,NOR,23,,11,3,1,3,0,3,3.0,0.3,0.1,55,25,485,19.4,3,76,2.3,44.1,488,3,3
319,Chad Stanley,HOU,27,,16,0,1,12,0,12,12.0,0.8,0.1,,,,,,,,,12,0,0
320,David Terrell,CHI,24,wr,16,7,1,4,0,4,4.0,0.3,0.1,84,43,361,8.4,1,35,2.7,22.6,365,1,1
321,Amani Toomer,NYG,29,WR,16,16,1,5,0,5,5.0,0.3,0.1,152,63,1057,16.8,5,77,3.9,66.1,1062,5,0
322,David Tyree,NYG,23,,16,3,1,-9,0,-9,-9.0,-0.6,0.1,31,16,211,13.2,0,48,1.0,13.2,202,0,0
323,Troy Walters,IND,27,,15,4,1,6,0,6,6.0,0.4,0.1,52,36,456,12.7,3,46,2.4,30.4,462,3,0
324,Kurt Warner,STL,32,,2,1,1,0,0,0,0.0,0.0,0.5,,,,,,,,,0,0,6
325,Kelley Washington,CIN,24,,16,3,1,5,0,5,5.0,0.3,0.1,47,22,299,13.6,4,51,1.4,18.7,304,4,0
326,Jeff Wilkins*,STL,31,,16,0,1,7,0,7,7.0,0.4,0.1,,,,,,,,,7,0,0
327,Karl Williams,TAM,32,,13,0,1,2,0,2,2.0,0.2,0.1,17,7,114,16.3,0,43,0.5,8.8,116,0,0
328,Cedrick Wilson,SFO,25,,16,4,1,-4,0,-4,-4.0,-0.3,0.1,63,35,396,11.3,2,29,2.2,24.8,392,2,1
