
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
188,Jon Witman,PIT,29,FB,15,12,5,24,0,14,4.8,1.6,0.3,8,6,32,5.3,0,12,0.4,2.1,56,0,0
189,Marty Booker,CHI,25,WR,16,16,4,8,0,13,2.0,0.5,0.3,157,100,1071,10.7,8,66,6.3,66.9,1079,8,2
190,Tim Brown*,OAK,35,WR,16,16,4,39,0,19,9.8,2.4,0.3,140,91,1165,12.8,9,46,5.7,72.8,1204,9,1
191,Isaac Bruce*,STL,29,WR,16,16,4,23,0,10,5.8,1.4,0.3,103,64,1106,17.3,6,51,4.0,69.1,1129,6,4
192,KaRon Coleman,DEN,23,,4,0,4,17,0,8,4.3,4.3,1.0,11,6,45,7.5,0,9,1.5,11.3,62,0,0
193,Greg Comella,NYG,26,FB,16,13,4,15,0,9,3.8,0.9,0.3,55,39,253,6.5,1,26,2.4,15.8,268,1,2
194,Jeff George,WAS,34,,2,2,4,0,0,2,0.0,0.0,2.0,,,,,,,,,0,0,2
195,Ryan Leaf,DAL,25,,4,3,4,-7,0,0,-1.8,-1.8,1.0,,,,,,,,,-7,0,4
196,Shane Matthews,CHI,31,,4,3,4,5,0,3,1.3,1.3,1.0,,,,,,,,,5,0,4
197,Terrell Owens*+,SFO,28,WR,16,16,4,21,0,12,5.3,1.3,0.3,155,93,1412,15.2,16,60,5.8,88.3,1433,16,0
198,Koren Robinson,SEA,21,WR,16,13,4,13,0,6,3.3,0.8,0.3,78,39,536,13.7,1,42,2.4,33.5,549,1,2
199,Paul Smith,SFO,23,,15,0,4,27,1,13,6.8,1.8,0.3,,,,,,,,,27,1,1
200,Steve Smith*+,CAR,22,,15,1,4,43,0,39,10.8,2.9,0.3,20,10,154,15.4,0,33,0.7,10.3,197,0,8
201,Jerald Sowell,NYJ,27,,16,0,4,9,0,4,2.3,0.6,0.3,1,1,19,19.0,0,19,0.1,1.2,28,0,0
202,Reidel Anthony,TAM,25,,13,4,3,22,0,16,7.3,1.7,0.2,34,13,162,12.5,0,35,1.0,12.5,184,0,1
203,Dameyune Craig,CAR,27,,2,0,3,20,0,13,6.7,10.0,1.5,,,,,,,,,20,0,1
204,Donald Driver,GNB,26,,13,2,3,38,1,31,12.7,2.9,0.2,19,13,167,12.8,1,37,1.0,12.8,205,2,0
205,Joey Galloway,DAL,30,WR,16,16,3,32,0,16,10.7,2.0,0.2,112,52,699,13.4,3,47,3.3,43.7,731,3,1
206,MarTay Jenkins,ARI,26,,13,3,3,4,0,16,1.3,0.3,0.2,54,32,518,16.2,3,53,2.5,39.8,522,3,5
207,Travis Jervey,ATL,29,,16,0,3,6,0,2,2.0,0.4,0.2,,,,,,,,,6,0,0
208,Kevin Kasper,DEN,24,,10,4,3,19,0,27,6.3,1.9,0.3,12,8,84,10.5,0,21,0.8,8.4,103,0,0
209,Glyn Milburn,2TM,30,,10,0,3,3,0,4,1.0,0.3,0.3,4,3,9,3.0,0,7,0.3,0.9,12,0,2
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
210,Randy Moss,MIN,24,WR,16,16,3,38,0,18,12.7,2.4,0.2,154,82,1233,15.0,10,73,5.1,77.1,1271,10,0
211,Eric Moulds,BUF,28,WR,16,16,3,3,0,6,1.0,0.2,0.2,135,67,904,13.5,5,80,4.2,56.5,907,5,1
212,Dennis Northcutt,CLE,24,wr,11,7,3,26,0,12,8.7,2.4,0.3,35,18,211,11.7,0,26,1.6,19.2,237,0,3
213,Larry Parker,KAN,25,,12,4,3,6,0,7,2.0,0.5,0.3,39,15,199,13.3,2,44,1.3,16.6,205,2,0
214,Rod Smith*,DEN,31,WR,15,14,3,27,0,17,9.0,1.8,0.2,172,113,1343,11.9,11,65,7.5,89.5,1370,11,1
215,Amani Toomer,NYG,27,WR,16,14,3,8,0,9,2.7,0.5,0.2,141,72,1054,14.6,5,60,4.5,65.9,1062,5,2
216,Derrick Alexander,KAN,30,WR,13,11,2,16,0,15,8.0,1.2,0.2,68,27,470,17.4,3,46,2.1,36.2,486,3,0
217,Drew Brees,SDG,22,,1,0,2,18,0,13,9.0,18.0,2.0,,,,,,,,,18,0,2
218,Todd Collins,KAN,30,,1,0,2,6,0,7,3.0,6.0,2.0,,,,,,,,,6,0,0
219,Jameel Cook,TAM,22,,16,3,2,2,0,2,1.0,0.1,0.1,23,17,89,5.2,0,16,1.1,5.6,91,0,0
220,Tim Dwight,SDG,26,,10,2,2,24,1,16,12.0,2.4,0.2,50,25,406,16.2,0,78,2.5,40.6,430,1,1
221,Heath Evans,SEA,23,,16,0,2,11,0,7,5.5,0.7,0.1,,,,,,,,,11,0,0
222,Larry Foster,DET,25,wr,13,5,2,6,0,3,3.0,0.5,0.2,47,22,283,12.9,0,36,1.7,21.8,289,0,1
223,Sam Gash,BAL,32,,16,4,2,-1,0,0,-0.5,-0.1,0.1,14,9,80,8.9,1,16,0.6,5.0,79,1,0
224,Damon Gibson,JAX,26,,16,0,2,19,0,18,9.5,1.2,0.1,3,2,13,6.5,0,9,0.1,0.8,32,0,3
225,Dante Hall,KAN,23,,13,0,2,10,0,6,5.0,0.8,0.2,,,,,,,,,10,0,2
226,Chris Hanson,JAX,25,,16,0,2,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,1
227,Patrick Hape,DEN,27,FB,15,8,2,0,0,0,0.0,0.0,0.1,19,15,96,6.4,3,25,1.0,6.4,96,3,0
228,James Hodgins,STL,24,FB,16,11,2,5,0,5,2.5,0.3,0.1,7,4,24,6.0,1,11,0.3,1.5,29,1,0
229,Torry Holt*,STL,25,WR,16,14,2,0,0,2,0.0,0.0,0.1,133,81,1363,16.8,7,51,5.1,85.2,1363,7,2
230,Matt Lytle,CAR,26,,3,1,2,8,0,4,4.0,2.7,0.7,,,,,,,,,8,0,0
231,Quentin McCord,ATL,23,,7,0,2,11,0,8,5.5,1.6,0.3,4,3,53,17.7,0,26,0.4,7.6,64,0,0
232,Fred McCrary,SDG,29,FB,16,12,2,3,0,2,1.5,0.2,0.1,23,13,71,5.5,0,12,0.8,4.4,74,0,0
233,Freddie Mitchell,PHI,23,,15,1,2,-4,0,12,-2.0,-0.3,0.1,43,21,283,13.5,1,29,1.4,18.9,279,1,0
234,Quincy Morgan,CLE,24,WR,16,9,2,27,0,23,13.5,1.7,0.1,72,30,432,14.4,2,78,1.9,27.0,459,2,3
235,Jerry Porter,OAK,23,,15,1,2,13,0,7,6.5,0.9,0.1,37,19,220,11.6,0,21,1.3,14.7,233,0,0
236,Rod Smart,PHI,24,,6,0,2,6,0,6,3.0,1.0,0.3,,,,,,,,,6,0,0
237,Dedric Ward,MIA,27,,13,1,2,21,0,16,10.5,1.6,0.2,40,21,209,10.0,0,20,1.6,16.1,230,0,1
238,Michael Westbrook,WAS,29,WR,16,16,2,8,0,8,4.0,0.5,0.1,91,57,664,11.6,4,76,3.6,41.5,672,4,0
239,Rodney Williams,NYG,24,,15,0,2,16,0,11,8.0,1.1,0.1,,,,,,,,,16,0,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
240,Jason Baker,SFO,23,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,0
241,John Baker,STL,24,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,1
242,Jeff Blake,NOR,31,,1,0,1,-1,0,-1,-1.0,-1.0,1.0,,,,,,,,,-1,0,0
243,Kris Brown,PIT,25,,16,0,1,6,0,6,6.0,0.4,0.1,,,,,,,,,6,0,1
244,Travis Brown,BUF,24,,1,0,1,10,0,10,10.0,10.0,1.0,,,,,,,,,10,0,1
245,Isaac Byrd,CAR,27,wr,15,5,1,-2,0,-2,-2.0,-0.1,0.1,71,37,492,13.3,1,42,2.5,32.8,490,1,0
246,John Carney,NOR,37,,15,0,1,-1,0,-1,-1.0,-0.1,0.1,,,,,,,,,-1,0,0
247,Cris Carter,MIN,36,WR,16,16,1,4,0,4,4.0,0.3,0.1,130,73,871,11.9,6,52,4.6,54.4,875,6,2
248,Tony Carter,DEN,29,fb,16,6,1,4,0,4,4.0,0.3,0.1,13,11,83,7.5,0,17,0.7,5.2,87,0,1
249,Chris Chambers,MIA,23,wr,16,7,1,-11,0,-11,-11.0,-0.7,0.1,90,48,883,18.4,7,74,3.0,55.2,872,7,2
250,Darrin Chiaverini,DAL,24,,16,0,1,3,0,3,3.0,0.2,0.1,32,10,107,10.7,2,21,0.6,6.7,110,2,0
251,Albert Connell,NOR,27,,11,1,1,6,0,6,6.0,0.5,0.1,28,12,191,15.9,2,46,1.1,17.4,197,2,0
252,Germane Crowell,DET,25,,5,4,1,6,0,6,6.0,1.2,0.2,38,22,289,13.1,2,46,4.4,57.8,295,2,1
253,Autry Denson,CHI,25,,16,0,1,4,0,4,4.0,0.3,0.1,,,,,,,,,4,0,1
254,Ron Dixon,NYG,25,,15,0,1,0,0,0,0.0,0.0,0.1,21,8,227,28.4,1,62,0.5,15.1,227,1,2
255,Antonio Freeman,GNB,29,WR,16,16,1,-5,0,-5,-5.0,-0.3,0.1,108,52,818,15.7,6,63,3.3,51.1,813,6,1
256,Scott Frost,CLE,26,,12,0,1,1,0,1,1.0,0.1,0.1,,,,,,,,,1,0,0
257,Rod Gardner,WAS,24,WR,16,16,1,16,0,16,16.0,1.0,0.1,101,46,741,16.1,4,85,2.9,46.3,757,4,1
258,Tony Gonzalez*+,KAN,25,TE,16,16,1,9,0,9,9.0,0.6,0.1,118,73,917,12.6,6,36,4.6,57.3,926,6,0
259,Herbert Goodman,GNB,24,,7,0,1,-1,0,-1,-1.0,-0.1,0.1,,,,,,,,,-1,0,0
260,Mike Gruttadauria,ARI,29,C,15,15,1,1,0,1,1.0,0.1,0.1,,,,,,,,,1,0,1
261,Marvin Harrison*,IND,29,WR,16,16,1,3,0,3,3.0,0.2,0.1,164,109,1524,14.0,15,68,6.8,95.3,1527,15,0
262,Ike Hilliard,NYG,25,WR,14,10,1,21,0,21,21.0,1.5,0.1,88,52,659,12.7,6,38,3.7,47.1,680,6,0
263,Kelly Holcomb,CLE,28,,1,0,1,0,0,0,0.0,0.0,1.0,,,,,,,,,0,0,0
264,Joe Horn*,NOR,29,WR,16,16,1,4,0,4,4.0,0.3,0.1,156,83,1265,15.2,9,56,5.2,79.1,1269,9,1
265,Brock Huard,SEA,25,,1,0,1,11,0,11,11.0,11.0,1.0,,,,,,,,,11,0,0
266,Darrell Jackson,SEA,23,WR,16,16,1,9,0,9,9.0,0.6,0.1,132,70,1081,15.4,8,64,4.4,67.6,1090,8,0
267,Ronney Jenkins,SDG,24,,16,0,1,-1,0,-1,-1.0,-0.1,0.1,,,,,,,,,-1,0,1
268,John Jett,DET,33,,13,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,0
269,Lee Johnson,2TM,40,,9,0,1,-19,0,0,-19.0,-2.1,0.1,,,,,,,,,-19,0,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
270,Micah Knorr,DAL,26,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,0
271,Shane Lechler*,OAK,25,,16,0,1,2,0,2,2.0,0.1,0.1,,,,,,,,,2,0,1
272,Joel Makovicka,ARI,26,FB,16,14,1,19,0,19,19.0,1.2,0.1,28,16,95,5.9,1,25,1.0,5.9,114,1,1
273,Olindo Mare,MIA,28,,16,0,1,-5,0,-5,-5.0,-0.3,0.1,,,,,,,,,-5,0,0
274,Tee Martin,PIT,23,,1,0,1,8,0,8,8.0,8.0,1.0,,,,,,,,,8,0,0
275,Brad Maynard,CHI,27,,16,0,1,-10,0,-10,-10.0,-0.6,0.1,,,,,,,,,-10,0,0
276,Fred McAfee,NOR,33,,16,0,1,2,0,2,2.0,0.1,0.1,,,,,,,,,2,0,0
277,Dennis McKinley,ARI,25,,14,0,1,1,0,1,1.0,0.1,0.1,1,1,10,10.0,0,10,0.1,0.7,11,0,0
278,Josh Miller,PIT,31,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,1
279,Scottie Montgomery,DEN,23,,8,0,1,5,0,5,5.0,0.6,0.1,22,11,99,9.0,0,23,1.4,12.4,104,0,0
280,Brian Moorman,BUF,25,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,0
281,Johnnie Morton,DET,30,WR,16,16,1,6,0,6,6.0,0.4,0.1,144,77,1154,15.0,4,76,4.8,72.1,1160,4,1
282,Santana Moss,NYJ,22,,5,0,1,-6,0,-6,-6.0,-1.2,0.2,17,2,40,20.0,0,33,0.4,8.0,34,0,0
283,Brock Olivo,DET,25,,16,0,1,6,0,6,6.0,0.4,0.1,,,,,,,,,6,0,0
284,Patrick Pass,NWE,24,,16,0,1,7,0,7,7.0,0.4,0.1,10,6,66,11.0,1,23,0.4,4.1,73,1,0
285,Jerome Pathon,IND,26,,4,3,1,-8,0,-8,-8.0,-2.0,0.3,32,24,330,13.8,2,60,6.0,82.5,322,2,0
286,Doug Pederson,GNB,33,,16,0,1,-1,0,-1,-1.0,-0.1,0.1,,,,,,,,,-1,0,0
287,Chad Pennington,NYJ,25,,2,0,1,11,0,11,11.0,5.5,0.5,,,,,,,,,11,0,0
288,Todd Pinkston,PHI,24,WR,15,15,1,5,0,5,5.0,0.3,0.1,84,42,586,14.0,4,62,2.8,39.1,591,4,0
289,Scott Player,ARI,32,,12,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,0
290,Ricky Proehl,STL,33,,16,2,1,5,0,5,5.0,0.3,0.1,55,40,563,14.1,5,37,2.5,35.2,568,5,0
291,Kyle Richardson,BAL,28,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,1
292,Todd Sauerbrun*+,CAR,28,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,0
293,Bill Schroeder,GNB,30,WR,14,14,1,6,0,6,6.0,0.4,0.1,93,53,918,17.3,9,67,3.8,65.6,924,9,1
294,Tim Seder,DAL,27,,8,0,1,8,1,8,8.0,1.0,0.1,,,,,,,,,8,1,0
295,Jimmy Smith*,JAX,32,WR,16,16,1,-3,0,-3,-3.0,-0.2,0.1,176,112,1373,12.3,8,35,7.0,85.8,1370,8,1
296,Brandon Stokley,BAL,25,wr,16,5,1,1,0,1,1.0,0.1,0.1,46,24,344,14.3,2,46,1.5,21.5,345,2,1
297,Dan Stryzinski,KAN,36,,16,0,1,-10,0,-10,-10.0,-0.6,0.1,,,,,,,,,-10,0,0
298,Vinny Sutherland,SFO,23,,15,0,1,16,0,16,16.0,1.1,0.1,1,1,5,5.0,0,5,0.1,0.3,21,0,1
299,Reggie Swinton,DAL,26,,15,1,1,-4,0,-4,-4.0,-0.3,0.1,16,7,117,16.7,1,45,0.5,7.8,113,1,4
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
300,Tony Taylor,DAL,23,,1,0,1,0,0,0,0.0,0.0,1.0,,,,,,,,,0,0,0
301,Marques Tuiasosopo,OAK,22,,1,0,1,1,0,1,1.0,1.0,1.0,,,,,,,,,1,0,0
302,Justin Watson,STL,26,,11,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,0
303,Alvis Whitted,JAX,27,,11,0,1,4,0,4,4.0,0.4,0.1,7,2,17,8.5,0,10,0.2,1.5,21,0,0
304,Frank Wycheck,TEN,30,TE,16,16,1,1,0,1,1.0,0.1,0.1,84,60,672,11.2,4,30,3.8,42.0,673,4,0
