
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
30,Amos Zereoue,PIT,26,rb,16,5,193,762,4,42,3.9,47.6,12.1,53,42,341,8.1,0,54,2.6,21.3,1103,4,2
31,Marcel Shipp,ARI,24,rb,15,6,188,834,6,56,4.4,55.6,12.5,49,38,413,10.9,3,80,2.5,27.5,1247,9,4
32,Jerome Bettis,PIT,30,RB,13,11,187,666,9,41,3.6,51.2,14.4,9,7,57,8.1,0,15,0.5,4.4,723,9,1
33,Charlie Garner,OAK,30,RB,16,15,182,962,7,36,5.3,60.1,11.4,111,91,941,10.3,4,69,5.7,58.8,1903,11,0
34,James Allen,HOU,27,rb,16,5,155,519,0,32,3.3,32.4,9.7,57,47,302,6.4,0,21,2.9,18.9,821,0,1
35,Mike Alstott*,TAM,29,FB,16,9,146,548,5,32,3.8,34.3,9.1,48,35,242,6.9,2,44,2.2,15.1,790,7,4
36,Kevan Barlow,SFO,23,,14,0,145,675,4,35,4.7,48.2,10.4,21,14,136,9.7,1,29,1.0,9.7,811,5,2
37,Thomas Jones,ARI,24,RB,9,9,138,511,2,58,3.7,56.8,15.3,30,20,113,5.7,0,17,2.2,12.6,624,2,3
38,T.J. Duckett,ATL,21,,12,3,130,507,4,33,3.9,42.3,10.8,11,9,61,6.8,0,20,0.8,5.1,568,4,0
39,Ron Dayne,NYG,24,,16,1,125,428,3,30,3.4,26.8,7.8,12,11,49,4.5,0,8,0.7,3.1,477,3,1
40,Kenny Watson,WAS,24,,16,4,116,534,1,24,4.6,33.4,7.3,43,32,253,7.9,1,62,2.0,15.8,787,2,0
41,Michael Vick*,ATL,22,QB,15,15,113,777,8,46,6.9,51.8,7.5,1,0,16,,0,16,0.0,1.1,793,8,9
42,Tyrone Wheatley,OAK,30,,14,0,108,419,2,36,3.9,29.9,7.7,20,12,71,5.9,0,17,0.9,5.1,490,2,1
43,Daunte Culpepper,MIN,25,QB,16,16,106,609,10,38,5.7,38.1,6.6,,,,,,,,,609,10,23
44,Jamel White,CLE,25,rb,14,6,106,470,3,54,4.4,33.6,7.6,86,63,452,7.2,0,33,4.5,32.3,922,3,0
45,Leon Johnson,CHI,28,,16,4,103,329,1,23,3.2,20.6,6.4,27,16,125,7.8,0,31,1.0,7.8,454,1,3
46,Dee Brown,CAR,24,,14,3,102,360,4,24,3.5,25.7,7.3,33,17,86,5.1,1,15,1.2,6.1,446,5,4
47,Stacey Mack,JAX,27,,16,0,98,436,9,23,4.4,27.3,6.1,13,11,79,7.2,0,12,0.7,4.9,515,9,0
48,James Mungro,IND,24,,9,1,97,336,8,49,3.5,37.3,10.8,16,13,81,6.2,0,11,1.4,9.0,417,8,3
49,Mike Anderson,DEN,29,FB,15,12,84,386,2,32,4.6,25.7,5.6,24,18,167,9.3,2,52,1.2,11.1,553,4,2
50,LaMont Jordan,NYJ,24,,14,0,84,316,3,61,3.8,22.6,6.0,23,17,160,9.4,0,27,1.2,11.4,476,3,4
51,Moe Williams,MIN,28,,16,0,84,414,11,44,4.9,25.9,5.3,43,27,251,9.3,0,36,1.7,15.7,665,11,1
52,Steve McNair,TEN,29,QB,16,16,82,440,3,26,5.4,27.5,5.1,,,,,,,,,440,3,9
53,Troy Hambrick,DAL,26,,16,0,79,317,1,18,4.0,19.8,4.9,24,21,99,4.7,0,14,1.3,6.2,416,1,2
54,Dorsey Levens,PHI,32,,16,0,75,411,1,47,5.5,25.7,4.7,28,19,124,6.5,1,24,1.2,7.8,535,2,1
55,Jeff Garcia*,SFO,32,QB,16,16,73,353,3,21,4.8,22.1,4.6,,,,,,,,,353,3,2
56,Tony Fisher,GNB,23,,15,1,70,283,2,28,4.0,18.9,4.7,22,18,70,3.9,0,11,1.2,4.7,353,2,2
57,Ladell Betts,WAS,23,,11,0,65,307,1,27,4.7,27.9,5.9,17,12,154,12.8,0,40,1.1,14.0,461,1,2
58,Lamar Gordon,STL,22,rb,13,5,65,228,1,29,3.5,17.5,5.0,38,30,278,9.3,2,25,2.3,21.4,506,3,4
59,Donovan McNabb*,PHI,26,QB,10,10,63,460,6,40,7.3,46.0,6.3,,,,,,,,,460,6,6
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
60,Aaron Brooks,NOR,26,QB,16,16,62,253,2,21,4.1,15.8,3.9,,,,,,,,,253,2,11
61,David Carr,HOU,23,QB,16,16,59,282,3,20,4.8,17.6,3.7,,,,,,,,,282,3,21
62,Kevin Faulk,NWE,26,,15,0,52,271,2,45,5.2,18.1,3.5,53,37,379,10.2,3,36,2.5,25.3,650,5,1
63,Rich Gannon*+,OAK,37,QB,16,16,50,156,3,24,3.1,9.8,3.1,,,,,,,,,156,3,9
64,Nick Goings,CAR,24,,14,2,50,188,0,20,3.8,13.4,3.6,29,18,91,5.1,0,14,1.3,6.5,279,0,2
65,Mike Cloud,KAN,27,,14,2,49,115,2,9,2.3,8.2,3.5,9,6,48,8.0,0,13,0.4,3.4,163,2,0
66,Cory Schlesinger,DET,30,FB,16,14,49,139,2,17,2.8,8.7,3.1,54,35,263,7.5,0,43,2.2,16.4,402,2,2
67,Robert Holcombe,TEN,27,,8,0,47,242,0,39,5.1,30.3,5.9,11,10,91,9.1,0,18,1.3,11.4,333,0,1
68,Jake Plummer,ARI,28,QB,16,16,46,283,2,34,6.2,17.7,2.9,1,1,2,2.0,0,2,0.1,0.1,285,2,13
69,Brian Westbrook,PHI,23,,15,3,46,193,0,18,4.2,12.9,3.1,13,9,86,9.6,0,20,0.6,5.7,279,0,2
70,Kerry Collins,NYG,30,QB,16,16,44,-3,0,8,-0.1,-0.2,2.8,,,,,,,,,-3,0,8
71,Travis Minor,MIA,23,,16,0,44,180,2,23,4.1,11.3,2.8,,,,,,,,,180,2,0
72,Mark Brunell,JAX,32,QB,15,15,43,207,0,27,4.8,13.8,2.9,,,,,,,,,207,0,5
73,Kordell Stewart,PIT,30,qb,7,5,43,191,2,25,4.4,27.3,6.1,,,,,,,,,191,2,4
74,Tom Brady,NWE,25,QB,16,16,42,110,1,15,2.6,6.9,2.6,,,,,,,,,110,1,11
75,Zack Crockett,OAK,30,,16,0,40,118,8,33,3.0,7.4,2.5,,,,,,,,,118,8,0
76,Matt Hasselbeck,SEA,27,QB,16,10,40,202,1,21,5.1,12.6,2.5,,,,,,,,,202,1,5
77,Jeff Blake,BAL,32,QB,11,10,39,106,1,17,2.7,9.6,3.5,,,,,,,,,106,1,8
78,Najeh Davenport,GNB,23,,8,0,39,184,1,43,4.7,23.0,4.9,9,5,33,6.6,0,13,0.6,4.1,217,1,1
79,Drew Brees,SDG,23,QB,16,16,38,130,1,15,3.4,8.1,2.4,,,,,,,,,130,1,2
80,Peyton Manning*,IND,26,QB,16,16,38,148,2,13,3.9,9.3,2.4,,,,,,,,,148,2,6
81,Olandis Gary,DEN,27,,13,2,37,147,1,26,4.0,11.3,2.8,20,18,148,8.2,0,19,1.4,11.4,295,1,0
82,Brian Griese,DEN,27,QB,13,13,37,107,1,13,2.9,8.2,2.8,,,,,,,,,107,1,2
83,Ray Lucas,MIA,30,qb,7,6,36,126,2,17,3.5,18.0,5.1,,,,,,,,,126,2,8
84,Brandon Bennett,CIN,29,,12,0,33,155,0,29,4.7,12.9,2.8,25,18,109,6.1,0,15,1.5,9.1,264,0,2
85,Chester Taylor,BAL,23,,15,2,33,122,0,17,3.7,8.1,2.2,22,14,129,9.2,2,20,0.9,8.6,251,2,1
86,Maurice Morris,SEA,23,,11,0,32,153,0,24,4.8,13.9,2.9,3,3,25,8.3,0,12,0.3,2.3,178,0,1
87,Bob Christian,ATL,34,FB,15,10,31,119,3,16,3.8,7.9,2.1,24,13,174,13.4,0,55,0.9,11.6,293,3,1
88,Marc Edwards,NWE,28,FB,16,10,31,96,0,17,3.1,6.0,1.9,32,23,196,8.5,0,27,1.4,12.3,292,0,1
89,Trent Green,KAN,32,QB,16,16,31,225,1,24,7.3,14.1,1.9,,,,,,,,,225,1,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
90,Brad Hoover,CAR,26,FB,16,10,31,129,0,11,4.2,8.1,1.9,30,17,187,11.0,2,33,1.1,11.7,316,2,1
91,Chad Pennington,NYJ,26,QB,15,12,29,49,2,14,1.7,3.3,1.9,,,,,,,,,49,2,2
92,Jay Fiedler,MIA,31,QB,11,10,28,99,3,12,3.5,9.0,2.5,,,,,,,,,99,3,3
93,Aaron Stecker,TAM,27,,16,1,28,174,0,59,6.2,10.9,1.8,16,13,69,5.3,0,12,0.8,4.3,243,0,3
94,Drew Bledsoe*,BUF,30,QB,16,16,27,67,2,11,2.5,4.2,1.7,,,,,,,,,67,2,11
95,Quincy Carter,DAL,25,qb,7,7,27,91,0,16,3.4,13.0,3.9,,,,,,,,,91,0,5
96,Fred Beasley,SFO,28,FB,16,14,26,75,0,9,2.9,4.7,1.6,32,22,152,6.9,1,25,1.4,9.5,227,1,0
97,Aveion Cason,DET,23,,10,3,26,107,0,40,4.1,10.7,2.6,32,19,288,15.2,2,37,1.9,28.8,395,2,0
98,Terrell Fletcher,SDG,29,,10,0,26,128,1,15,4.9,12.8,2.6,17,10,62,6.2,0,13,1.0,6.2,190,1,0
99,Brett Favre*,GNB,33,QB,16,16,25,73,0,17,2.9,4.6,1.6,,,,,,,,,73,0,10
100,David Garrard,JAX,24,,4,1,25,139,2,41,5.6,34.8,6.3,,,,,,,,,139,2,1
101,Damien Anderson,ARI,23,,10,1,24,65,0,14,2.7,6.5,2.4,7,3,36,12.0,0,12,0.3,3.6,101,0,0
102,Jon Kitna,CIN,30,QB,14,12,24,57,4,12,2.4,4.1,1.7,,,,,,,,,57,4,10
103,Tim Couch,CLE,25,QB,14,14,23,77,0,14,3.3,5.5,1.6,,,,,,,,,77,0,6
104,Chris Fuamatu-Ma'afala,PIT,25,,8,0,23,115,0,17,5.0,14.4,2.9,3,2,12,6.0,0,6,0.3,1.5,127,0,0
105,Mack Strong,SEA,31,FB,16,12,23,94,0,9,4.1,5.9,1.4,32,22,120,5.5,2,12,1.4,7.5,214,2,0
106,Rodney Peete,CAR,36,QB,14,14,22,14,0,10,0.6,1.0,1.6,,,,,,,,,14,0,10
107,Tony Richardson,KAN,31,FB,14,12,22,81,2,14,3.7,5.8,1.6,23,18,125,6.9,1,23,1.3,8.9,206,3,1
108,Michael Wiley,DAL,24,,16,1,22,168,1,46,7.6,10.5,1.4,29,13,144,11.1,0,31,0.8,9.0,312,1,0
109,Mike Green,TEN,26,,15,2,21,71,0,12,3.4,4.7,1.4,10,7,57,8.1,1,21,0.5,3.8,128,1,0
110,Robert Edwards,MIA,28,,12,0,20,107,1,19,5.4,8.9,1.7,23,18,126,7.0,1,14,1.5,10.5,233,2,0
111,Tommy Maddox,PIT,31,QB,15,11,19,43,0,21,2.3,2.9,1.3,,,,,,,,,43,0,8
112,Adrian Peterson,CHI,23,,9,0,19,101,1,14,5.3,11.2,2.1,4,3,18,6.0,0,16,0.3,2.0,119,1,0
113,Antwaan Randle El,PIT,23,,16,0,19,134,0,24,7.1,8.4,1.2,65,47,489,10.4,2,36,2.9,30.6,623,2,4
114,Randy Fasani,CAR,24,,4,1,18,95,0,19,5.3,23.8,4.5,,,,,,,,,95,0,2
115,Chad Hutchinson,DAL,25,QB,9,9,18,74,0,18,4.1,8.2,2.0,,,,,,,,,74,0,12
116,Paul Smith,SFO,24,,11,0,18,90,0,16,5.0,8.2,1.6,8,5,33,6.6,0,11,0.5,3.0,123,0,0
117,James Thrash,PHI,27,WR,16,16,18,126,2,32,7.0,7.9,1.1,107,52,635,12.2,6,39,3.3,39.7,761,8,1
118,Trung Canidate,STL,25,,16,1,17,48,0,22,2.8,3.0,1.1,6,4,31,7.8,0,13,0.3,1.9,79,0,1
119,Heath Evans,SEA,24,,16,1,17,53,0,8,3.1,3.3,1.1,12,8,41,5.1,0,13,0.5,2.6,94,0,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
120,Rudi Johnson,CIN,23,,7,0,17,67,0,13,3.9,9.6,2.4,10,6,34,5.7,0,14,0.9,4.9,101,0,0
121,Derrick Blaylock,KAN,23,,12,0,16,72,0,16,4.5,6.0,1.3,10,5,47,9.4,0,21,0.4,3.9,119,0,0
122,Terry Kirby,OAK,32,,6,0,16,51,0,13,3.2,8.5,2.7,22,17,115,6.8,1,24,2.8,19.2,166,1,2
123,Henry Burris,CHI,27,,6,1,15,104,0,17,6.9,17.3,2.5,,,,,,,,,104,0,4
124,Rob Johnson,TAM,29,,6,2,14,73,0,21,5.2,12.2,2.3,,,,,,,,,73,0,2
125,Mike McMahon,DET,23,,8,4,14,96,3,22,6.9,12.0,1.8,1,1,7,7.0,0,7,0.1,0.9,103,3,4
126,Alan Ricard,BAL,25,FB,16,8,14,58,2,19,4.1,3.6,0.9,14,10,60,6.0,0,17,0.6,3.8,118,2,0
127,Shawn Bryson,BUF,26,,6,0,13,35,0,10,2.7,5.8,2.2,3,1,9,9.0,0,9,0.2,1.5,44,0,1
128,James Fenderson,NOR,26,,16,1,13,65,1,17,5.0,4.1,0.8,10,6,38,6.3,0,13,0.4,2.4,103,1,1
129,Brad Johnson*,TAM,34,QB,13,13,13,30,0,6,2.3,2.3,1.0,,,,,,,,,30,0,8
130,Jim Miller,CHI,31,QB,10,8,13,11,0,5,0.8,1.1,1.3,,,,,,,,,11,0,6
131,Patrick Ramsey,WAS,23,qb,9,5,13,-1,1,3,-0.1,-0.1,1.4,,,,,,,,,-1,1,9
132,Marc Bulger,STL,25,qb,7,7,12,-13,1,1,-1.1,-1.9,1.7,1,1,3,3.0,0,3,0.1,0.4,-10,1,2
133,Doug Chapman,MIN,25,,6,0,12,89,0,27,7.4,14.8,2.0,,,,,,,,,89,0,1
134,Rafael Cooper,DET,27,,5,0,12,57,0,18,4.8,11.4,2.4,3,1,4,4.0,0,4,0.2,0.8,61,0,0
135,Tim Dwight,SDG,27,WR,16,14,12,108,1,20,9.0,6.8,0.8,93,50,623,12.5,2,42,3.1,38.9,731,3,1
136,A.J. Feeley,PHI,25,qb,6,5,12,6,0,6,0.5,1.0,2.0,,,,,,,,,6,0,2
137,James Jackson,CLE,26,,16,0,12,54,0,18,4.5,3.4,0.8,6,3,9,3.0,0,5,0.2,0.6,63,0,0
138,Curtis Keaton,NOR,26,,6,0,12,19,0,4,1.6,3.2,2.0,,,,,,,,,19,0,1
139,Nick Luchey,CIN,25,,16,3,12,59,2,10,4.9,3.7,0.8,8,7,46,6.6,0,15,0.4,2.9,105,2,0
140,Shane Matthews,WAS,32,qb,8,7,12,31,0,11,2.6,3.9,1.5,1,1,-13,-13.0,0,-13,0.1,-1.6,18,0,1
141,Hines Ward*,PIT,26,WR,16,16,12,142,0,39,11.8,8.9,0.8,160,112,1329,11.9,12,72,7.0,83.1,1471,12,1
142,Larry Centers,BUF,34,fb,16,7,11,56,2,13,5.1,3.5,0.7,63,43,388,9.0,0,25,2.7,24.3,444,2,0
143,Dante Hall*,KAN,24,,16,0,11,54,0,21,4.9,3.4,0.7,35,20,322,16.1,3,75,1.3,20.1,376,3,3
144,Rondell Mealey,GNB,25,,3,1,11,36,1,18,3.3,12.0,3.7,9,7,45,6.4,0,11,2.3,15.0,81,1,0
145,Travis Taylor,BAL,23,WR,16,15,11,105,0,39,9.5,6.6,0.7,118,61,869,14.2,6,64,3.8,54.3,974,6,0
146,Ricky Williams,IND,24,,10,0,11,35,0,10,3.2,3.5,1.1,2,1,20,20.0,1,20,0.1,2.0,55,1,0
147,Chris Chandler,CHI,37,qb,9,7,10,32,0,14,3.2,3.6,1.1,,,,,,,,,32,0,3
148,Trent Dilfer,SEA,30,qb,6,6,10,27,0,13,2.7,4.5,1.7,,,,,,,,,27,0,2
149,Verron Haynes,PIT,23,,14,0,10,51,0,20,5.1,3.6,0.7,7,3,10,3.3,0,7,0.2,0.7,61,0,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
150,Travis Jervey,ATL,30,,6,0,10,17,0,9,1.7,2.8,1.7,,,,,,,,,17,0,1
151,Johnnie Morton,KAN,31,WR,14,14,10,124,0,36,12.4,8.9,0.7,64,29,397,13.7,1,30,2.1,28.4,521,1,0
152,Chris Redman,BAL,25,qb,6,6,10,8,0,6,0.8,1.3,1.7,,,,,,,,,8,0,5
153,Robert Thomas,DAL,28,FB,15,9,10,31,0,14,3.1,2.1,0.7,16,12,80,6.7,0,23,0.8,5.3,111,0,0
154,Derrius Thompson,WAS,25,WR,16,14,10,77,0,26,7.7,4.8,0.6,93,53,773,14.6,4,47,3.3,48.3,850,4,2
155,Danny Wuerffel,WAS,28,,7,4,10,76,0,26,7.6,10.9,1.4,,,,,,,,,76,0,2
156,Lorenzo Neal*,CIN,32,FB,16,8,9,31,0,9,3.4,1.9,0.6,29,21,133,6.3,1,15,1.3,8.3,164,1,0
157,John Simon,TEN,24,,12,0,9,18,1,13,2.0,1.5,0.8,17,16,167,10.4,3,42,1.3,13.9,185,4,1
158,Donald Driver*,GNB,27,WR,16,16,8,70,0,17,8.8,4.4,0.5,113,70,1064,15.2,9,85,4.4,66.5,1134,9,1
159,Kelly Holcomb,CLE,29,,4,2,8,9,0,7,1.1,2.3,2.0,,,,,,,,,9,0,1
160,Doug Johnson,ATL,25,,6,1,8,16,1,15,2.0,2.7,1.3,,,,,,,,,16,1,3
161,Dennis Northcutt,CLE,25,,13,0,8,104,1,36,13.0,8.0,0.6,50,38,601,15.8,5,43,2.9,46.2,705,6,2
162,Koren Robinson,SEA,22,WR,16,16,8,56,0,20,7.0,3.5,0.5,141,78,1240,15.9,5,83,4.9,77.5,1296,5,2
163,Kurt Warner,STL,31,qb,7,6,8,33,0,9,4.1,4.7,1.1,,,,,,,,,33,0,8
164,Peter Warrick,CIN,25,WR,15,10,8,22,0,12,2.8,1.5,0.5,81,53,606,11.4,6,37,3.5,40.4,628,6,2
165,Jarrod Baxter,HOU,23,FB,16,10,7,14,0,6,2.0,0.9,0.4,10,5,33,6.6,1,14,0.3,2.1,47,1,0
166,Curtis Conway,SDG,31,WR,13,13,7,53,2,22,7.6,4.1,0.5,94,57,852,14.9,5,52,4.4,65.5,905,7,2
167,Joey Harrington,DET,24,QB,14,12,7,4,0,6,0.6,0.3,0.5,,,,,,,,,4,0,2
168,William Henderson,GNB,31,FB,15,12,7,27,1,10,3.9,1.8,0.5,32,26,168,6.5,3,17,1.7,11.2,195,4,0
169,Eddie Kennison,KAN,29,WR,16,14,7,58,0,31,8.3,3.6,0.4,92,53,906,17.1,2,64,3.3,56.6,964,2,0
170,James McKnight,MIA,30,WR,15,9,7,58,0,19,8.3,3.9,0.5,47,29,528,18.2,2,77,1.9,35.2,586,2,2
171,Joe Montgomery,CAR,26,,3,0,7,20,0,5,2.9,6.7,2.3,,,,,,,,,20,0,0
172,Santana Moss,NYJ,23,,15,3,7,48,0,14,6.9,3.2,0.5,52,30,433,14.4,4,47,2.0,28.9,481,4,2
173,Terrell Owens*+,SFO,29,WR,14,14,7,79,1,38,11.3,5.6,0.5,159,100,1300,13.0,13,76,7.1,92.9,1379,14,0
174,Tim Brown,OAK,36,WR,16,16,6,19,0,9,3.2,1.2,0.4,127,81,930,11.5,2,45,5.1,58.1,949,2,3
175,Antonio Bryant,DAL,21,WR,16,15,6,40,0,24,6.7,2.5,0.4,93,44,733,16.7,6,78,2.8,45.8,773,6,3
176,Chris Chambers,MIA,24,WR,15,15,6,78,0,45,13.0,5.2,0.4,100,52,734,14.1,3,59,3.5,48.9,812,3,1
177,Jesse Chatman,SDG,23,,10,0,6,19,0,11,3.2,1.9,0.6,3,3,44,14.7,0,25,0.3,4.4,63,0,0
178,Laveranues Coles,NYJ,25,WR,16,16,6,39,0,21,6.5,2.4,0.4,134,89,1264,14.2,5,43,5.6,79.0,1303,5,1
179,Ernie Conwell,STL,30,TE,16,11,6,30,1,15,5.0,1.9,0.4,48,34,419,12.3,2,52,2.1,26.2,449,3,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
180,Jim Kleinsasser,MIN,25,TE,14,12,6,17,0,4,2.8,1.2,0.4,50,37,393,10.6,1,39,2.6,28.1,410,1,0
181,Dan Kreider,PIT,25,FB,16,13,6,16,0,5,2.7,1.0,0.4,25,18,122,6.8,1,15,1.1,7.6,138,1,1
182,Randy Moss*,MIN,25,WR,16,16,6,51,0,25,8.5,3.2,0.4,185,106,1347,12.7,7,60,6.6,84.2,1398,7,1
183,Rod Smith,DEN,32,WR,16,16,6,9,0,9,1.5,0.6,0.4,147,89,1027,11.5,5,46,5.6,64.2,1036,5,1
184,Brandon Stokley,BAL,26,wr,8,5,6,31,0,14,5.2,3.9,0.8,52,24,357,14.9,2,35,3.0,44.6,388,2,1
185,Lamont Warren,DET,29,,3,1,6,8,0,18,1.3,2.7,2.0,12,4,56,14.0,2,39,1.3,18.7,64,2,0
186,Terrence Wilkins,STL,27,,13,0,6,56,0,18,9.3,4.3,0.5,6,5,31,6.2,0,14,0.4,2.4,87,0,2
187,Richie Anderson,NYJ,31,FB,16,14,5,27,0,16,5.4,1.7,0.3,56,45,257,5.7,1,15,2.8,16.1,284,1,0
