
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
80,Brandon Jackson,GNB,23,,13,0,45,248,1,32,5.5,19.1,3.5,39,30,185,6.2,0,18,2.3,14.2,433,1,1
81,Tatum Bell,DEN,27,,7,3,44,249,2,37,5.7,35.6,6.3,14,10,57,5.7,0,12,1.4,8.1,306,2,0
82,Donovan McNabb,PHI,32,QB,16,16,39,147,2,17,3.8,9.2,2.4,,,,,,,,,147,2,7
83,Trent Edwards,BUF,25,QB,14,14,36,117,3,15,3.3,8.4,2.6,,,,,,,,,117,3,9
84,Jeff Garcia,TAM,38,QB,12,11,35,148,1,20,4.2,12.3,2.9,,,,,,,,,148,1,7
85,Andre Hall,DEN,26,,8,0,35,144,0,16,4.1,18.0,4.4,3,3,25,8.3,0,11,0.4,3.1,169,0,2
86,Kolby Smith,KAN,24,,7,3,35,100,1,19,2.9,14.3,5.0,11,10,52,5.2,0,8,1.4,7.4,152,1,0
87,Jerome Harrison,CLE,25,,15,0,34,246,1,72,7.2,16.4,2.3,18,12,116,9.7,1,23,0.8,7.7,362,2,0
88,Kevin Jones,CHI,26,,11,0,34,109,0,16,3.2,9.9,3.1,2,2,5,2.5,0,3,0.2,0.5,114,0,0
89,Ben Roethlisberger,PIT,26,QB,16,16,34,101,2,17,3.0,6.3,2.1,1,1,-7,-7.0,0,-7,0.1,-0.4,94,2,14
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
90,Kenneth Darby,STL,26,,10,0,32,140,0,14,4.4,14.0,3.2,21,19,183,9.6,0,30,1.9,18.3,323,0,1
91,J.J. Arrington,ARI,25,,11,3,31,187,1,30,6.0,17.0,2.8,40,29,255,8.8,1,35,2.6,23.2,442,2,0
92,Philip Rivers,SDG,27,QB,16,16,31,84,0,11,2.7,5.3,1.9,,,,,,,,,84,0,8
93,Matt Schaub,HOU,27,QB,11,11,31,68,2,10,2.2,6.2,2.8,,,,,,,,,68,2,10
94,Felix Jones,DAL,21,,6,0,30,266,3,60,8.9,44.3,5.0,2,2,10,5.0,0,7,0.3,1.7,276,3,0
95,J.T. O'Sullivan,SFO,29,QB,9,8,30,145,0,18,4.8,16.1,3.3,,,,,,,,,145,0,11
96,Chad Pennington,MIA,32,QB,16,16,30,62,1,16,2.1,3.9,1.9,,,,,,,,,62,1,3
97,Leonard Weaver,SEA,26,fb,14,7,30,130,0,15,4.3,9.3,2.1,32,20,222,11.1,2,62,1.4,15.9,352,2,1
98,Josh Cribbs,CLE,25,,15,2,29,167,1,27,5.8,11.1,1.9,7,2,18,9.0,1,17,0.1,1.2,185,2,0
99,Laurence Maroney,NWE,23,,3,3,28,93,0,17,3.3,31.0,9.3,,,,,,,,,93,0,0
100,Tony Romo,DAL,28,QB,13,13,28,41,0,15,1.5,3.2,2.2,,,,,,,,,41,0,13
101,Gary Russell,PIT,22,,12,0,28,77,3,15,2.8,6.4,2.3,2,1,-2,-2.0,0,-2,0.1,-0.2,75,3,0
102,Tarvaris Jackson,MIN,25,qb,9,5,26,145,0,29,5.6,16.1,2.9,,,,,,,,,145,0,5
103,Ryan Moats,HOU,26,,9,0,26,94,1,12,3.6,10.4,2.9,5,3,14,4.7,0,5,0.3,1.6,108,1,0
104,Derek Anderson,CLE,25,QB,10,9,25,55,0,15,2.2,5.5,2.5,,,,,,,,,55,0,9
105,Kerry Collins*,TEN,36,QB,16,15,25,49,0,17,2.0,3.1,1.6,,,,,,,,,49,0,5
106,Kyle Eckel,PHI,27,,5,0,24,79,0,14,3.3,15.8,4.8,,,,,,,,,79,0,0
107,Shaun Hill,SFO,28,QB,9,8,24,115,2,24,4.8,12.8,2.7,,,,,,,,,115,2,8
108,Kyle Orton,CHI,26,QB,15,15,24,49,3,12,2.0,3.3,1.6,,,,,,,,,49,3,6
109,Lousaka Polite,MIA,27,fb,11,5,23,85,0,14,3.7,7.7,2.1,8,6,24,4.0,0,9,0.5,2.2,109,0,0
110,Jason Wright,CLE,26,,15,0,23,85,0,11,3.7,5.7,1.5,37,22,156,7.1,1,17,1.5,10.4,241,1,1
111,Drew Brees*,NOR,29,QB,16,16,22,-1,0,9,0.0,-0.1,1.4,,,,,,,,,-1,0,6
112,Brett Favre*,NYJ,39,QB,16,16,21,43,1,27,2.0,2.7,1.3,0,0,2,,0,2,0.0,0.1,45,1,10
113,Lorenzo Booker,PHI,24,,10,1,20,53,0,8,2.7,5.3,2.0,10,6,11,1.8,0,8,0.6,1.1,64,0,0
114,Jake Delhomme,CAR,33,QB,16,16,20,21,2,12,1.1,1.3,1.3,,,,,,,,,21,2,5
115,Eli Manning*,NYG,27,QB,16,16,20,10,1,13,0.5,0.6,1.3,,,,,,,,,10,1,5
116,Peyton Manning*+,IND,32,QB,16,16,20,21,1,12,1.1,1.3,1.3,,,,,,,,,21,1,1
117,Adrian Peterson,CHI,29,,15,0,20,100,0,16,5.0,6.7,1.3,10,6,45,7.5,0,19,0.4,3.0,145,0,0
118,Gus Frerotte,MIN,37,QB,11,11,19,7,1,5,0.4,0.6,1.7,,,,,,,,,7,1,4
119,Jacob Hester,SDG,23,,16,3,19,95,1,28,5.0,5.9,1.2,13,12,91,7.6,1,16,0.8,5.7,186,2,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
120,Rashard Mendenhall,PIT,21,,4,1,19,58,0,12,3.1,14.5,4.8,3,2,17,8.5,0,11,0.5,4.3,75,0,0
121,Michael Robinson,SFO,25,,16,1,19,50,0,10,2.6,3.1,1.2,20,17,202,11.9,0,36,1.1,12.6,252,0,1
122,Kurt Warner*,ARI,37,QB,16,16,18,-2,0,11,-0.1,-0.1,1.1,,,,,,,,,-2,0,11
123,DeSean Jackson,PHI,22,WR,16,15,17,96,1,21,5.6,6.0,1.1,120,62,912,14.7,2,60,3.9,57.0,1008,3,4
124,P.J. Pope,DEN,24,,5,1,17,130,0,24,7.6,26.0,3.4,4,3,24,8.0,1,16,0.6,4.8,154,1,0
125,JaMarcus Russell,OAK,23,QB,15,15,17,127,1,24,7.5,8.5,1.1,,,,,,,,,127,1,12
126,Seneca Wallace,SEA,28,QB,10,8,16,78,0,23,4.9,7.8,1.6,,,,,,,,,78,0,4
127,Dantrell Savage,KAN,23,,8,0,15,53,0,11,3.5,6.6,1.9,2,2,0,0.0,0,2,0.3,0.0,53,0,0
128,Chad Simpson,IND,23,,11,0,15,45,1,10,3.0,4.1,1.4,4,3,30,10.0,0,15,0.3,2.7,75,1,1
129,Jason Snelling,ATL,25,,16,1,15,62,0,13,4.1,3.9,0.9,11,8,89,11.1,0,27,0.5,5.6,151,0,0
130,Ryan Torain,DEN,22,,2,1,15,69,1,19,4.6,34.5,7.5,,,,,,,,,69,1,0
131,Garrett Wolfe,CHI,24,,13,0,15,69,0,38,4.6,5.3,1.2,,,,,,,,,69,0,0
132,Marc Bulger,STL,31,QB,15,15,14,41,0,16,2.9,2.7,0.9,2,2,17,8.5,0,11,0.1,1.1,58,0,5
133,Chris Taylor,HOU,25,,3,0,14,37,0,17,2.6,12.3,4.7,,,,,,,,,37,0,1
134,Lance Ball,IND,23,,1,0,13,83,0,23,6.4,83.0,13.0,1,1,5,5.0,0,5,1.0,5.0,88,0,1
135,Mike Bell,NOR,25,,4,0,13,42,1,15,3.2,10.5,3.3,2,1,14,14.0,0,14,0.3,3.5,56,1,0
136,Kevin Kolb,PHI,24,,6,0,13,2,0,8,0.2,0.3,2.2,,,,,,,,,2,0,0
137,Travis Minor,STL,29,,13,0,13,29,0,13,2.2,2.2,1.0,6,5,35,7.0,0,16,0.4,2.7,64,0,1
138,Mike Tolbert,SDG,23,fb,13,7,13,37,0,11,2.8,2.8,1.0,15,13,171,13.2,1,67,1.0,13.2,208,1,0
139,Kenny Watson,CIN,30,,10,0,13,55,0,7,4.2,5.5,1.3,9,3,4,1.3,0,3,0.3,0.4,59,0,0
140,Patrick Cobbs,MIA,25,,16,2,12,88,1,44,7.3,5.5,0.8,27,19,275,14.5,2,80,1.2,17.2,363,3,0
141,Daunte Culpepper,DET,31,qb,5,5,12,25,1,9,2.1,5.0,2.4,,,,,,,,,25,1,5
142,Carey Davis,PIT,27,,14,3,12,35,0,11,2.9,2.5,0.9,6,5,27,5.4,0,14,0.4,1.9,62,0,2
143,Harry Douglas,ATL,24,,16,0,12,69,1,33,5.8,4.3,0.8,39,23,320,13.9,1,69,1.4,20.0,389,2,1
144,J.P. Losman,BUF,27,,5,2,12,70,2,17,5.8,14.0,2.4,,,,,,,,,70,2,8
145,Lorenzo Neal,BAL,38,fb,16,5,12,25,0,5,2.1,1.6,0.8,15,7,35,5.0,0,13,0.4,2.2,60,0,0
146,Brad Smith,NYJ,25,,15,1,12,113,0,36,9.4,7.5,0.8,20,12,64,5.3,0,18,0.8,4.3,177,0,2
147,Shaun Alexander,WAS,31,,4,0,11,24,0,8,2.2,6.0,2.8,1,1,9,9.0,0,9,0.3,2.3,33,0,0
148,Heath Evans,NWE,30,,16,4,11,23,0,4,2.1,1.4,0.7,4,3,59,19.7,0,28,0.2,3.7,82,0,0
149,Matt Hasselbeck,SEA,33,qb,7,7,11,69,0,15,6.3,9.9,1.6,,,,,,,,,69,0,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
150,Jason McKie,CHI,28,FB,11,8,11,26,2,6,2.4,2.4,1.0,15,11,64,5.8,1,12,1.0,5.8,90,3,1
151,Sage Rosenfels,HOU,30,qb,6,5,11,37,0,15,3.4,6.2,1.8,,,,,,,,,37,0,4
152,Eddie Royal,DEN,22,WR,15,15,11,109,0,71,9.9,7.3,0.7,129,91,980,10.8,5,93,6.1,65.3,1089,5,2
153,Donnie Avery,STL,24,WR,15,12,10,69,1,37,6.9,4.6,0.7,102,53,674,12.7,3,69,3.5,44.9,743,4,0
154,Najeh Davenport,2TM,29,,6,0,10,31,0,8,3.1,5.2,1.7,4,4,54,13.5,0,33,0.7,9.0,85,0,0
155,Tony Richardson,NYJ,37,fb,16,7,10,65,0,16,6.5,4.1,0.6,7,1,4,4.0,0,4,0.1,0.3,69,0,0
156,Lawrence Vickers,CLE,25,FB,12,8,10,31,0,10,3.1,2.6,0.8,15,10,78,7.8,0,21,0.8,6.5,109,0,0
157,Anquan Boldin*,ARI,28,WR,12,11,9,67,0,30,7.4,5.6,0.8,127,89,1038,11.7,11,79,7.4,86.5,1105,11,4
158,Quinton Ganther,TEN,24,,13,0,9,61,0,22,6.8,4.7,0.7,6,6,43,7.2,0,15,0.5,3.3,104,0,0
159,Nick Goings,CAR,30,,16,0,9,10,0,4,1.1,0.6,0.6,3,3,1,0.3,0,3,0.2,0.1,11,0,0
160,Brad Hoover,CAR,32,FB,16,11,9,18,0,5,2.0,1.1,0.6,11,6,39,6.5,0,12,0.4,2.4,57,0,0
161,James Johnson,CIN,24,,4,0,9,29,0,12,3.2,7.3,2.3,7,6,47,7.8,0,16,1.5,11.8,76,0,0
162,Troy Smith,BAL,24,,6,0,9,24,0,8,2.7,4.0,1.5,2,1,36,36.0,0,36,0.2,6.0,60,0,0
163,David Carr,NYG,29,,3,0,8,10,0,7,1.3,3.3,2.7,,,,,,,,,10,0,0
164,Ahmard Hall,TEN,29,FB,16,11,8,21,0,6,2.6,1.3,0.5,18,13,138,10.6,2,54,0.8,8.6,159,2,1
165,Mike Karney,NOR,27,FB,12,8,8,10,2,3,1.3,0.8,0.7,12,9,18,2.0,0,7,0.8,1.5,28,2,0
166,John Kuhn,GNB,26,,16,3,8,10,1,3,1.3,0.6,0.5,7,4,21,5.3,2,13,0.3,1.3,31,3,0
167,Clifton Smith*,TAM,23,,9,0,8,40,0,10,5.0,4.4,0.9,5,4,24,6.0,0,13,0.4,2.7,64,0,4
168,Aaron Stecker,NOR,33,,6,0,8,43,0,12,5.4,7.2,1.3,12,9,52,5.8,1,12,1.5,8.7,95,1,0
169,DeShawn Wynn,GNB,25,,5,0,8,110,1,73,13.8,22.0,1.6,3,3,30,10.0,0,16,0.6,6.0,140,1,1
170,Vince Young,TEN,25,,3,1,8,27,0,8,3.4,9.0,2.7,,,,,,,,,27,0,2
171,B.J. Askew,TAM,28,,10,4,7,14,2,3,2.0,1.4,0.7,18,13,66,5.1,0,18,1.3,6.6,80,2,0
172,Michael Bennett,2TM,30,,7,0,7,12,0,4,1.7,1.7,1.0,1,1,2,2.0,0,2,0.1,0.3,14,0,0
173,Dan Orlovsky,DET,25,qb,10,7,7,29,0,10,4.1,2.9,0.7,,,,,,,,,29,0,3
174,Terrell Owens,DAL,35,WR,16,16,7,33,0,8,4.7,2.1,0.4,140,69,1052,15.2,10,75,4.3,65.8,1085,10,1
175,Mark Clayton,BAL,26,WR,16,13,6,81,1,42,13.5,5.1,0.4,82,41,695,17.0,3,70,2.6,43.4,776,4,0
176,Devin Hester,CHI,26,WR,15,8,6,61,0,20,10.2,4.1,0.4,91,51,665,13.0,3,65,3.4,44.3,726,3,5
177,Jon Kitna,DET,36,,4,4,6,34,0,10,5.7,8.5,1.5,,,,,,,,,34,0,3
178,Xavier Omon,BUF,23,,2,0,6,5,0,2,0.8,2.5,3.0,,,,,,,,,5,0,0
179,Carson Palmer,CIN,29,,4,4,6,38,0,15,6.3,9.5,1.5,,,,,,,,,38,0,2
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
180,Mike Sellers*,WAS,33,fb,16,6,6,24,0,10,4.0,1.5,0.4,15,12,98,8.2,1,20,0.8,6.1,122,1,1
181,Andre Caldwell,CIN,23,,7,4,5,53,0,26,10.6,7.6,0.7,19,11,78,7.1,0,15,1.6,11.1,131,0,0
182,Rock Cartwright,WAS,29,,16,0,5,14,0,7,2.8,0.9,0.3,1,1,-7,-7.0,0,-7,0.1,-0.4,7,0,0
183,Jesse Chatman,NYJ,29,,3,0,5,8,0,5,1.6,2.7,1.7,2,2,5,2.5,0,3,0.7,1.7,13,0,0
184,De Dorsey,CIN,24,,4,0,5,8,0,7,1.6,2.0,1.3,2,2,49,24.5,0,36,0.5,12.3,57,0,0
185,Ted Ginn,MIA,23,WR,16,14,5,73,2,40,14.6,4.6,0.3,93,56,790,14.1,2,64,3.5,49.4,863,4,5
186,Brian Griese,TAM,33,qb,5,5,5,-1,0,3,-0.2,-0.2,1.0,,,,,,,,,-1,0,1
